盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/20,,,,,,0,0,0,0,0,0,0,9.18,0
2016,2017,2017/06/22,,,,,,0,0,0,0,0,0,0,6.02,0
2015,2016,2016/06/24,,,,,,0,0,0,0,0,0,0,4.94,0
2014,2015,2015/06/30,,,,,,0,0,0,0,0,0,0,6.03,0
2013,2014,2014/06/24,,,,,,0,0,0,0,0,0,0,6.81,0
2012,2013,2013/06/11,,,,,,0,0,0,0,0,0,0,5.83,0
2011,2012,2012/06/22,,,,,,0,0,0,0,0,0,0,6.87,0
2010,2011,2011/06/24,,,,,,0,0,0,0,0,0,0,9.52,0
2009,2010,2010/05/03,,,,,,0,0,0,0,0,0,0,11.4,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,5.96,0
2007,2008,2008/06/13,,,,,,0,0,0,0,0,0,0,2.66,0
2006,2007,2007/06/15,,,,,,0,0,0,0,0,0,0,5.38,0
2005,2006,2006/06/14,,,,,,0,0,0,0,0,0,0,3.59,0
2004,2005,2005/06/14,,,,,,0,0,0,0,0,0,0,3.27,0
2003,2004,2004/06/11,,,,,,0,0,0,0,0,0,0,5.16,0
2002,2003,2003/06/20,,,,,,0,0,0,0,0,0,0,3.93,0
2001,2002,2002/06/19,,,,,,0,0,0,0,0,0,0,4.09,0
2000,2001,2001/05/31,2001/06/20,3.95,,,,0.3,0,0.3,0,0,0,0.3,4.85,6.19
1999,2000,2000/05/26,,,,,,0,0,0,0,0,0,0,8.68,0
1998,1999,1999/05/27,,,,,,0,0,0,0,0,0,0,11.1,0
1997,1998,1998/05/27,1998/06/26,19.1,,,,0.6,0,0.6,0,0,0,0.6,20,3
1996,1997,1997/05/30,1997/06/27,22.4,,,,0.5,0,0.5,0,0,0,0.5,25.5,1.96
1995,1996,1996/05/31,1996/06/27,27.7,1996/08/16,27.4,,0.5,0,0.5,0.5,0,0.5,1,27.8,3.59
1994,1995,1995/05/31,1995/06/27,29.1,1995/08/15,19.51,,1.1,0,1.1,0.4,0,0.4,1.5,30.9,4.85
1993,1994,1994/05/25,,,1994/10/05,80.45,,0,0,0,1,0,1,1,49.3,2.03
1992,1993,1993/05/28,1993/06/22,27,1993/09/14,23,,0.75,0,0.75,0.5,0,0.5,1.25,28.5,4.38
1991,1992,1992/05/26,1992/06/16,44.5,1992/09/23,30.5,,0.5,0,0.5,0.5,0,0.5,1,40.5,2.47
1990,1991,1991/05/26,,,1991/09/07,39.8,,0,0,0,0.7,0.1,0.8,0.8,47.2,1.69
1989,1990,1990/06/06,,,1990/10/08,19.7,,0,0,0,0.7,0.1,0.8,0.8,,
1988,1989,,,,,,,0,0,0,1,0.2,1.2,1.2,,
1987,1988,,,,,,,0.5,0,0.5,1.75,0.25,2,2.5,,
1986,1987,,,,,,,1.5,0,1.5,0.75,0.25,1,2.5,,
1985,1986,,,,,,,0.6,0,0.6,0.6,0.3,0.9,1.5,,
1984,1985,,,,,,,0.9,0,0.9,0.37,0.23,0.6,1.5,,
1983,1984,,,,,,,0.5,0,0.5,0.5,0.48,0.98,1.48,,
