盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/29,2018/07/31(即將除息),,,,2018/09/05(即將發放),2.25,0,2.25,0,0,0,2.25,47.4,4.75
2016,2017,2017/06/22,2017/08/01,56.5,,,2017/09/08,3.2,0,3.2,0,0,0,3.2,59.7,5.36
2015,2016,2016/06/14,2016/08/02,68.1,,,2016/09/09,2.6,0,2.6,0,0,0,2.6,63.6,4.09
2014,2015,2015/06/24,2015/07/28,36.8,,,2015/08/28,2.2,0,2.2,0,0,0,2.2,50.4,4.36
2013,2014,2014/06/24,2014/07/29,55.5,,,2014/08/29,2.6,0,2.6,0,0,0,2.6,53.3,4.88
2012,2013,2013/06/18,2013/08/01,54.8,,,,2.2,0,2.2,0,0,0,2.2,43.7,5.04
2011,2012,2012/06/28,2012/08/14,33.8,,,,1.6,0,1.6,0,0,0,1.6,29.2,5.48
2010,2011,2011/06/24,2011/08/03,21.2,,,,1.25,0,1.25,0,0,0,1.25,21.8,5.74
2009,2010,2010/06/15,2010/07/28,23.55,,,,1.5,0,1.5,0,0,0,1.5,24.7,6.07
2008,2009,2009/06/16,2009/08/05,17.6,2009/08/05,17.6,,0.6,0,0.6,0.01,0,0.01,0.61,18.4,3.32
2007,2008,2008/06/13,2008/07/29,20.55,,,,2.27,0,2.27,0,0,0,2.27,20.1,11.26
2006,2007,2007/06/13,2007/08/14,32.35,,,,1.64,0,1.64,0,0,0,1.64,28.5,5.76
2005,2006,2006/06/14,2006/08/01,20.1,,,,1.72,0,1.72,0,0,0,1.72,21.5,8.03
2004,2005,2005/05/18,2005/07/14,16.7,2005/07/14,16.7,,1.25,0,1.25,0.1,0.4,0.5,1.75,17.9,9.79
2003,2004,2004/06/15,2004/08/03,18.5,2004/08/03,18.5,,1,0,1,0,0.75,0.75,1.75,21.9,7.97
2002,2003,2003/06/13,2003/07/30,23.4,2003/07/30,23.4,,1,0,1,0.25,0.75,1,2,23.2,8.62
2001,2002,2002/05/31,2002/07/08,,2002/07/08,,,0.97,0,0.97,0.53,1,1.53,2.5,33,7.58
2000,2001,2001/04/25,2001/06/08,,2001/06/08,,,0.5,0,0.5,0.5,1,1.5,2,28.3,7.07
1999,2000,2000/05/23,2000/07/10,,2000/07/10,,,0.5,0,0.5,0.5,1,1.5,2,44.5,4.5
1998,1999,1999/06/09,1999/07/28,,1999/07/28,,,0.5,0,0.5,1,1,2,2.5,54.3,4.61
1997,1998,1998/05/04,,,1998/06/23,74.5,,0,0,0,2,1,3,3,88.6,3.39
1996,1997,1997/04/30,,,1997/06/25,81.94,,0,0,0,2.5,0,2.5,2.5,98.2,2.54
1995,1996,1996/05/19,1996/06/24,,,,,0.2,0,0.2,0,0,0,0.2,54.2,0.37
1994,1995,,,,,,,0,0,0,0,0,0,0,,
1993,1994,,,,,,,0.2,0,0.2,1.1,0.2,1.3,1.5,,
1992,1993,,,,,,,0.2,0,0.2,1,0.3,1.3,1.5,,
