006201,元大富櫃50,12.29,+0.10,12.25,12.30,12.20,12.26,"53,000","649,600",23,12.29,12.30,"16,446,000",12.29,13.51,11.07
00679B,元大美債20年,36.84,-0.17 ,36.92,36.92,36.82,36.84,"483,242","17,800,716",117,36.83,36.84,"893,192,000",36.84,9999.95,0.01
00687B,國泰20年美債,38.24,-0.22 ,38.30,38.33,38.24,38.25,"228,000","8,721,330",16,38.24,38.28,"438,787,000",38.24,9999.95,0.01
00694B,富邦美債1-3,40.24,+0.07,40.26,40.26,40.18,40.18,"307,000","12,335,460",8,40.20,40.25,"52,576,000",40.24,9999.95,0.01
00695B,富邦美債7-10,38.67,+0.03,38.63,38.67,38.63,38.63,"303,763","11,734,070",21,38.60,38.68,"116,686,000",38.67,9999.95,0.01
00696B,富邦美債20年,38.81,-0.17 ,38.86,38.86,38.81,38.81,"302,025","11,721,688",7,38.80,38.83,"283,181,000",38.81,9999.95,0.01
00697B,元大美債7-10,38.19,-0.06 ,38.20,38.20,38.19,38.20,"450,000","17,187,800",4,38.19,38.25,"55,712,000",38.19,9999.95,0.01
00718B,富邦中國政策債,20.05,+0.02,20.06,20.06,20.05,20.05,"521,000","10,448,210",14,20.05,20.06,"964,501,000",20.05,9999.95,0.01
00719B,元大美債1-3,31.41,+0.03,31.46,31.46,31.41,31.42,"451,000","14,168,260",5,31.35,31.44,"3,514,000",31.41,9999.95,0.01
00720B,元大投資級公司債,38.89,-0.18 ,38.94,38.94,38.88,38.89,"451,025","17,542,133",13,38.89,38.92,"186,109,000",38.89,9999.95,0.01
00721B,元大中國債3-5,45.13,+0.02,45.17,45.17,45.12,45.12,"455,022","20,532,862",10,45.13,45.15,"324,622,000",45.13,9999.95,0.01
00722B,群益15年IG電信債,40.01,+0.03,40.00,40.01,40.00,40.01,"200,000","8,001,000",4,39.83,40.04,"167,739,000",40.01,9999.95,0.01
00723B,群益15年IG科技債,38.39,-0.04 ,38.38,38.39,38.38,38.39,"200,000","7,677,000",4,38.28,38.58,"573,583,000",38.39,9999.95,0.01
00724B,群益10年IG金融債,37.63,-0.11 ,37.62,37.63,37.62,37.63,"200,000","7,525,000",4,37.59,37.89,"614,775,000",37.63,9999.95,0.01
00725B,國泰投資級公司債,40.02,-0.10 ,40.02,40.02,40.02,40.02,"1,000","40,020",1,39.96,40.02,"131,706,000",40.02,9999.95,0.01
00726B,國泰5Y+新興債,41.13,+0.05,41.13,41.13,41.13,41.13,"2,000","82,260",2,40.92,41.10,"3,989,000",41.13,9999.95,0.01
00727B,國泰1-5Y高收債,43.58,+0.08,43.58,43.58,43.58,43.58,"2,000","87,160",2,43.33,43.56,"14,189,000",43.58,9999.95,0.01
00734B,台新JPM新興債,20.76,0.00 ,20.74,20.76,20.74,20.75,"1,005,000","20,856,550",20,20.75,20.76,"33,979,000",20.76,9999.95,0.01
00740B,富邦全球投等債,40.85,-0.15 ,40.85,40.85,40.85,40.85,"320,000","13,072,000",9,39.00,0.00,"5,971,000",40.85,9999.95,0.01
00741B,富邦全球高收債,40.95,-0.05 ,40.95,40.95,40.95,40.95,"240,000","9,828,000",10,11.00,0.00,"5,628,000",40.95,9999.95,0.01
00744B,國泰中國政金債5+,39.98,+0.18,39.91,40.02,39.91,39.95,"5,000","199,730",5,39.82,39.95,"218,228,000",39.98,9999.95,0.01
00745B,富邦中政債0-1,39.49,+0.04,39.44,39.51,39.36,39.46,"104,000","4,103,800",9,39.30,39.60,"8,516,000",39.49,9999.95,0.01
00746B,富邦A級公司債,39.40,-0.05 ,39.40,39.40,39.40,39.40,"100,000","3,940,000",7,39.30,0.00,"5,464,000",39.40,9999.95,0.01
00747B,FH中國政策債, ---,--- ,---,---,---,49.45,0,0,0,49.26,49.64,"221,000,000",49.45,9999.95,0.01
00748B,凱基中國債3-10,39.83,+0.04,39.83,39.83,39.83,39.83,"200,000","7,966,000",5,39.72,39.79,"60,500,000",39.83,9999.95,0.01
