2439,美律,107/07/10,12:01:33,本公司受邀參加凱基證券舉辦之法人說明會，公布本公司2018年第二季營運成果,"符合條款第四條第XX款：12
事實發生日：107/07/30
1.召開法人說明會之日期：107/07/30
2.召開法人說明會之時間：15 時 00 分 
3.召開法人說明會之地點：凱基證券總部大樓(台北市明水路700號)。
4.法人說明會擇要訊息：1.本公司受邀參加凱基證券舉辦之法人說明會，公布本公司2018年第二季營運成果。2.簡報內容將於會議開始前15分鐘置於公開資訊觀測站，請自行下載。3.欲參加者報名網址如下:其他應敘明事項。4.活動資訊請洽:美律實業股份有限公司；電話04-2359-0811分機112251；E-mail:yihan.chien@merry.com.tw。
5.其他應敘明事項：https://ib.kgi.com/IBWebSite/Views/Registration/RegistPage.aspx?ActNbr=197
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。",0
3501,維熹科技,107/07/10,11:59:52,公告本公司107年除息基準日,"1.董事會、股東會決議或公司決定日期:107/07/10
2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息
3.發放股利種類及金額:普通股現金股利新台幣378,425,367元；每股配發3.2元。
4.除權（息）交易日:107/07/26
5.最後過戶日:107/07/27
6.停止過戶起始日期:107/07/28
7.停止過戶截止日期:107/08/01
8.除權（息）基準日:107/08/01
9.其他應敘明事項:現金股利發放日為107/08/28",0
1201,味全公司,107/07/10,11:54:09,揭露本公司油品事件訴訟案件重要內容及進度,"1.事實發生日:107/07/10
2.公司名稱:味全食品工業股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:依證交所106年2月21日函示要求，於每季結束後15日內發布重大訊息揭露
本公司油品事件相關訴訟案件重要內容及進度。
6.因應措施:一、本公司因所販售之部分純油及調和油等產品，經台北地方法院檢察署
提起公訴之油品事件，業經智慧財產法院於106年4月27日判決無罪確定在案，惟因調
合油標示遭智慧財產法院判決沒收所得新台幣3千2百餘萬元，本公司認為有違憲之虞，
已向司法院大法官提出釋憲之聲請。
二、本公司委託頂新製油公司代製油品誤用大統長基公司問題油品案，及向強冠公司、
正義公司、頂新製油公司、富味鄉公司及俐豪公司等採購油品陸續爆發油品食安事件，
致本公司產品下架回收，並退費及賠償消費者，造成本公司重大損害。
三、為維護公司權益，本公司已委託律師向法院起訴上述公司、其上游廠商及相關人
員，請求損害賠償。目前除強冠公司上游廠商郭盈志、施閔毓部分被判決應連帶賠償
本公司新台幣12136萬餘元已確定外，其餘訴訟均在法院審理中，尚未判決。上述確定
判決業經本公司取得法院核發債權憑證在案。
四、消基會以本公司使用頂新製油公司進口越南牛油、豬油及使用正義公司豬油分別
起訴求償案件，臺灣臺北地方法院第一審均判決本公司無需賠償。惟消基會已分別提
起上訴，目前在二審審理中。另消基會對本公司使用強冠公司豬油起訴求償案，目前
仍在一審審理中。
7.其他應敘明事項:不適用。",0
6226,光鼎電子,107/07/10,11:51:44,本公司董事會決議辦理庫藏股註銷暨訂定減資基準日,"1.董事會決議日期:107/07/10
2.減資緣由:依證券交易法第二十八條之二第一項第一款規定買回本公司股份以轉讓員工
，因逾轉讓期限，故註銷本公司實施第四次(104年發行)庫藏股買回之全數股份，並向
經濟部辦理變更登記。
3.減資金額:新台幣13,340,000元
4.消除股份:1,334,000股
5.減資比率:1.15%
6.減資後股本:新台幣1,149,517,890元
7.預定股東會日期:不適用
8.預計減資新股上市後之上市普通股股數:114,951,789股
9.預計減資新股上市後之上市普通股股數占已發行普通股比率
（減資後上市普通股股數/減資後已發行普通股股數）:不適用
10.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，
請說明股權流通性偏低之因應措施:不適用
11.其他應敘明事項:
本公司辦理第四次(104年發行)庫藏股註銷之減資基準日為107年08月17日。",0
6226,光鼎電子,107/07/10,11:51:29,公告本公司現金股利除息基準日事宜,"1.董事會、股東會決議或公司決定日期:107/07/10
2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息
3.發放股利種類及金額:每股發放盈餘現金股利新台幣0.055元及資本公積發放現金，
每股新台幣0.065元，合計新台幣0.12元,總金額為新台幣13,794,214元。
4.除權（息）交易日:107/07/27
5.最後過戶日:107/07/30
6.停止過戶起始日期:107/07/31
7.停止過戶截止日期:107/08/04
8.除權（息）基準日:107/08/04
9.其他應敘明事項:現金股利發放日為107/08/16",0
4903,聯光通信,107/07/10,11:43:01,補行公告本公司董事長個人接獲支付命令及民事裁定事宜,"1.法律事件之當事人:林慧鈞
2.法律事件之法院名稱或處分機關:臺灣基隆地方法院
3.法律事件之相關文書案號:107司促字第1457號、第1458號支付命令及107年度補字第
 229號之民事裁定
4.事實發生日:107/03/14
5.發生原委(含爭訟標的):
 本公司董事長個人(背書人)替債務人所開立之支票背書，因債務人跳票無法償還 ，
 故亞設國際股份有限公司(債權人) 向臺灣基隆地方法院聲請核發107司促字第1457
 號及第1458號支付命令，要求背書人連帶負責清償金額分別為新台幣(以下同)參仟
 萬元及壹仟萬元， 暨分別自107年2月28日迄清償日及107年2月14日迄清償日年利率
 6%之利息與賠償程序費用各伍佰元。

6.處理過程:

     背書人接獲支付命令後均向法院提出異議， 前述支付命令於異議範圍內失其效
 力，依法即進入起訴或聲請調解程序。 後於 107年5月22日背書人接獲107年度補字
 第229號之民事裁定(求償標的參仟萬元)敘明，法院裁定債權人限期補繳裁判費予法
 院及提出準備書狀一件並以謄本或影本通知背書人。 前二項程序均備後法院始受理
 並接續起訴程序，否則法院將逕行駁回債權人之訴。
     惟截至本重大訊息發佈時止， 背書人並未接獲後續法院相關通知。

7.對公司財務業務影響及預估影響金額:
本公司非債務人或背書人，故對本公司財務業務影響並不重大。
 8.因應措施及改善情形:
     因本公司對「 財團法人中華民國證券櫃檯買賣中心對有價證券上櫃公司重大訊
 息之查證暨公開處理程序 」條款之解釋認定致延誤本重大訊息之發佈時機，並依中
 華民國證券櫃檯買賣中心證櫃監字第10702007501號函指示改善並補發佈重大訊息。

9.其他應敘明事項:無。",0
1760,寶齡富錦,107/07/10,11:41:56,"公告本公司原訂107年7月11日發放現金股利，若遇颱風停止上班，
將順延至下一個營業日發放","1.事實發生日:107/07/10
2.公司名稱:寶齡富錦生技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:不適用
6.因應措施:本公司原訂107年7月11日(星期三)發放現金股利，如因颱風停止上班，
 將順延至107年7月12日(星期四)發放。
7.其他應敘明事項:如107年7月11日(星期三 )未停止上班，將如期於107年7月11日發
 放現金股利。",0
8281,歐普羅,107/07/10,11:38:21,公告補正本公司106年度年報部分內容,"1.事實發生日:107/07/10
2.公司名稱:歐普羅科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:補正本公司股東會106年度年報第5、31、34頁部分內容。
6.因應措施:資料更新後重新上傳公開資訊觀測站
7.其他應敘明事項:無",0
4563,百德,107/07/10,11:32:08,公告本公司初次上櫃現金增資收足股款暨現金增資基準日,"1.事實發生日:107/07/10
2.公司名稱:百德機械股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:依據「發行人募集與發行有價證券處理準則」第9條第1項第2款
6.因應措施:無
7.其他應敘明事項:
本公司辦理股票初次上櫃前現金增資發行新股4,700,000股，競價拍賣最低
承銷價格為新台幣75.00元，依投標價格高者優先得標，每一得標人應依其
得標價格認購，各得標單之價格及其數量加權平均價格為76.29元;公開申購
承銷價格為每股新台幣58.90元;總計新台幣332,422,110元，業已全數收足。
現金增資基準日：107年07月10日。",0
4148,全宇生技-KY,107/07/10,11:18:26,公告修正本公司2017年度股東會年報部分內容,"1.事實發生日:107/07/10
2.公司名稱:全宇生技控股有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:依證交所指示修正本公司年報部分內容
6.更正資訊項目/報表名稱:2017年度股東會年報
7.更正前金額/內容/頁次:
年報封面無揭露董事會名單。
年報第38頁:(八)員工、董事及監察人酬勞第3~5項以現金或股票分派之員工酬勞及董事
           酬勞金額；前一年度員工分紅及董事酬勞之實際配發情形。
年報第74頁:四、最近年度經會計師查核簽證之母子公司合併財務報表：
           請參閱第86頁至第151頁。
年報85頁:特別記載事項無揭露我國股東權益保障規定重大差異之說明。
8.更正後金額/內容/頁次:
年報封面增加七.公司董事會名單。
年報目錄增加六.與中華民國股東權益保障規定重大差異之說明。
年報第38頁:修訂(八)員工、董事及監察人酬勞第3~5項以現金或股票分派之員工酬勞及
           董事酬勞金額；前一年度員工分紅及董事酬勞之實際配發情形。
年報第74頁:四、最近年度經會計師查核簽證之母子公司合併財務報表：
           請參閱第90頁至第155頁。
年報86~89頁:增加六、與中華民國股東權益保障規定重大差異之說明。
9.因應措施:發布重大訊息後將更正資料重新上傳至公開資訊觀測站(股東會後修訂版本)
10.其他應敘明事項:無",0
