盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1,0,1,0,0,0,1,4.21,0,-,-,-,-,2018,17.8,15.75,17.1,5.86,0,5.86,2017,1.5,66.8,0,66.8
2017,0.94,0,0.94,0,0,0,0.94,3.63,0,-,-,-,-,2017,18.6,14.8,16.3,5.75,0,5.75,2016,1.6,58.7,0,58.7
2016,0.6,0,0.6,0,0,0,0.6,2.07,0,-,-,-,-,2016,15.6,12.2,14.4,4.16,0,4.16,2015,1.03,58.3,0,58.3
2015,0.9,0,0.9,0,0,0,0.9,3.08,0,22.8,4.5,0.05,0,2015,17.95,11.55,15.3,5.87,0,5.87,2014,1.51,59.3,0,59.3
2014,0.8,0,0.8,0,0,0,0.8,2.67,0,17.5,3.83,0.03,0,2014,19.15,15.5,17.2,4.63,0,4.63,2013,1.37,58,0,58
2013,0.8,0,0.8,0,0,0,0.8,2.67,0,18.3,4.5,0.04,0,2013,18.1,13.9,15.2,5.25,0,5.25,2012,1.21,66.1,0,66.1
2012,0.8,0,0.8,0,0,0,0.8,2.67,0,16.1,4.5,0.03,0,2012,15,11.8,13.3,6.01,0,6.01,2011,1.02,78.4,0,78.4
2011,0.8,0,0.8,0,0,0,0.8,2.82,0,13.7,3.88,0.03,0,2011,15.1,10,13,6.17,0,6.17,2010,1.01,79.2,0,79.2
2010,0.8,0,0.8,0,0,0,0.8,2.81,0,14.2,3.85,0.03,0,2010,16.15,11.9,13.9,5.76,0,5.76,2009,1.07,74.8,0,74.8
2009,0.7,0,0.7,0.1,0,0.1,0.8,2.4,3.42,16.9,4.41,0.03,0,2009,18.1,8,13.1,5.36,0.77,6.12,2008,1.1,63.6,9.1,72.7
2008,0.6,0,0.6,0,0,0,0.6,-,-,10.5,4.5,0.02,0,2008,22.7,7.57,12.2,4.95,0,4.95,2007,0.65,92.6,0,92.6
2007,0.6,0,0.6,0,0,0,0.6,-,-,9.65,4.33,0.02,-,2007,15,7.75,10.8,5.55,0,5.55,2006,0.62,96.8,0,96.8
2006,0.2,0,0.2,0,0,0,0.2,-,-,2.8,4.5,0.01,-,2006,11.55,5.01,6.5,3.08,0,3.08,2005,0.17,118,0,118
