盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.6,0,1.6,0,0,0,1.6,4.98,0,-,-,-,-,2018,47.95,33.35,40.6,3.94,0,3.94,2017,1.8,88.7,0,88.7
2017,1.2,0,1.2,0,0,0,1.2,3.72,0,-,-,-,-,2017,48.7,23.65,32.8,3.66,0,3.66,2016,1.4,85.6,0,85.6
2016,1.2,0,1.2,0,0,0,1.2,3.71,0,-,-,-,-,2016,24.9,19.65,21.9,5.46,0,5.46,2015,1.52,78.9,0,78.9
2015,1,0,1,0,0,0,1,3.15,0,9.55,2.23,0.57,0,2015,26.4,16.05,22.2,4.5,0,4.5,2014,1.1,90.7,0,90.7
2014,0.3,0,0.3,0,0,0,0.3,1.33,0,4.04,2.61,0.24,0,2014,24.7,18.6,21.4,1.39,0,1.39,2013,0.35,85,0,85
2013,0.3,0,0.3,0,0,0,0.3,1.33,0,3.9,2.01,0.19,0,2013,20.65,13.75,16.8,1.79,0,1.79,2012,0.44,68.2,0,68.2
2012,0.4,0,0.4,0,0,0,0.4,1.78,0,5.2,2.2,0.25,0,2012,19.45,11.95,15.1,2.64,0,2.64,2011,0.53,75.5,0,75.5
2011,0.7,0,0.7,0,0,0,0.7,3.13,0,8.95,1.75,0.36,0,2011,21.8,11.05,17.3,4.08,0,4.08,2010,1.14,61.8,0,61.8
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,24.8,16.5,19.6,0,0,0,2009,-0.85,0,0,0
2009,0.6,0,0.6,0,0,0,0.6,2.65,0,7.76,1.68,0.37,0,2009,26.45,8.7,17.2,3.49,0,3.49,2008,1.04,57.7,0,57.7
2008,1.7,0,1.7,0.1,0,0.1,1.8,-,-,22.6,2.15,0.6,3.02,2008,25.95,8.91,18.4,9.22,0.54,9.76,2007,2.4,70.8,4.2,75
2007,1.8,0,1.8,0.2,0,0.2,2,-,-,24.5,2.31,0.69,-,2007,34.3,21.75,28.2,6.38,0.71,7.09,2006,2.51,71.7,8,79.7
2006,1.4,0,1.4,0.6,0,0.6,2,-,-,22.7,1.93,0.63,-,2006,42.65,27,32.6,4.29,1.84,6.13,2005,3.13,44.7,19.2,63.9
2005,1.4,0,1.4,0.4,0.2,0.6,2,-,-,19.1,1.94,0.59,-,2005,35.8,23.2,26.2,5.34,2.29,7.63,2004,3.01,46.5,19.9,66.4
2004,0.73,0,0.73,0.73,0,0.73,1.46,-,-,12.4,2.02,0.25,-,2004,33.3,20.9,26.5,2.75,2.75,5.5,2003,2.01,36.3,36.3,72.5
2003,0.5,0,0.5,0.4,0,0.4,0.9,-,-,7.51,2.2,0.17,-,2003,29,18.2,24.2,2.07,1.66,3.72,2002,1.17,42.7,34.2,76.9
2002,0,0,0,0.4,0,0.4,0.4,-,-,0,0,0,-,2002,29.8,13,20.1,0,1.99,1.99,2001,0.45,0,88.9,88.9
2001,0.3,0,0.3,0.6,0.7,1.3,1.6,-,-,0,0,0,-,2001,35,7.5,19.4,1.55,6.7,8.25,2000,2.18,13.8,59.6,73.4
2000,0,0,0,0.3,1,1.3,1.3,-,-,0,0,0,-,2000,49.2,15.1,30.7,0,4.24,4.24,1999,0.52,0,250,250
1999,0,0,0,0.8,1,1.8,1.8,-,-,0,0,0,-,1999,39.5,19,27.3,0,6.6,6.6,1998,1.01,0,178,178
1998,0,0,0,0.7,1,1.7,1.7,-,-,0,0,0,-,1998,63,29.1,45.3,0,3.75,3.75,1997,0.36,0,472,472
1997,0,0,0,1.5,1,2.5,2.5,-,-,0,0,0,-,1997,96,29.2,61.4,0,4.07,4.07,1996,2.32,0,108,108
1996,0,0,0,2,0,2,2,-,-,0,0,0,-,1996,80,44.7,57.5,0,3.48,3.48,1995,4.04,0,49.6,49.6
1995,0,0,0,0.6,0,0.6,0.6,-,-,0,0,0,-,1995,55.5,32.1,45.2,0,1.33,1.33,1994,2.76,0,21.7,21.7
1994,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,1993,1.7,0,0,0
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.58,0,0.58,0.36,0.19,0.55,1.13,,,,,,,平均,39,20.1,28.7,2.6,1.7,4.4,平均,1.52,40.7,54,94.7
累計,15.1,0,15.1,9.33,4.9,14.2,29.4,,,,,,,累計,,,,,,,累計,38,,,
