盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.1,0,1.1,0,0,0,1.1,5.68,0,-,-,-,-,2018,28.6,26.35,27.6,3.98,0,3.98,2017,1.54,71.4,0,71.4
2017,1,0,1,0,0,0,1,5.16,0,-,-,-,-,2017,27,24,25.3,3.96,0,3.96,2016,1.42,70.4,0,70.4
2016,1,0,1,0,0,0,1,5.16,0,-,-,-,-,2016,24.5,21.75,23.4,4.28,0,4.28,2015,1.21,82.6,0,82.6
2015,1,0,1,0,0,0,1,5.16,0,25.8,3.93,0.13,0,2015,24.45,20.5,22.9,4.38,0,4.38,2014,1.31,76.3,0,76.3
2014,1,0,1,0,0,0,1,5.16,0,25.8,4.13,0.13,12.9,2014,25.2,22.25,23.6,4.24,0,4.24,2013,1.25,80,0,80
2013,1,0,1,0,0,0,1,5.16,0,25.8,4.27,0.13,0,2013,23.3,20.5,21.9,4.57,0,4.57,2012,1.21,82.6,0,82.6
2012,1,0,1,0,0,0,1,5.16,0,25.8,4.38,0.13,0,2012,22.15,17.8,19.3,5.19,0,5.19,2011,1.18,84.7,0,84.7
2011,1,0,1,0,0,0,1,5.16,0,25.8,3.57,0.13,0,2011,19,16.65,17.9,5.57,0,5.57,2010,1.42,70.4,0,70.4
2010,0.8,0,0.8,0,0,0,0.8,4.13,0,20.6,4.01,0.1,0,2010,18.9,16.5,17.5,4.57,0,4.57,2009,1.01,79.2,0,79.2
2009,0.8,0,0.8,0,0,0,0.8,4.13,0,20.6,4.48,0.1,0,2009,17.8,11.15,14.8,5.41,0,5.41,2008,0.9,88.9,0,88.9
2008,0.8,0,0.8,0,0,0,0.8,-,-,20.6,4.73,0.1,0,2008,25.15,10.4,16.7,4.79,0,4.79,2007,0.86,93,0,93
2007,1,0,1,0,0,0,1,-,-,25.8,3.54,0.13,-,2007,20.4,14.8,17,5.87,0,5.87,2006,1.43,69.9,0,69.9
2006,0.78,0,0.78,0,0,0,0.78,-,-,20,4.06,0.1,-,2006,17.95,11.7,13.6,5.71,0,5.71,2005,0.96,80.7,0,80.7
2005,0.75,0,0.75,0,0,0,0.75,-,-,-,-,-,-,2005,13.8,11.3,12.5,6.02,0,6.02,2004,0.88,85.2,0,85.2
2004,0.7,0,0.7,0,0,0,0.7,-,-,18.1,3.79,0.09,-,2004,15.1,10.4,12.5,5.61,0,5.61,2003,0.93,75.3,0,75.3
2003,0.45,0,0.45,0,0,0,0.45,-,-,11.2,4.23,0.06,-,2003,11.5,9.1,10,4.46,0,4.46,2002,0.51,87.5,0,87.5
2002,0.4,0,0.4,0,0,0,0.4,-,-,0,0,0,-,2002,13.3,8.1,10.3,3.88,0,3.88,2001,0.47,85.1,0,85.1
2001,0.1,0,0.1,0.1,0.08,0.18,0.28,-,-,0,0,0,-,2001,17.3,8.1,11.6,0.86,1.56,2.42,2000,0.25,40,72.8,113
2000,0.2,0,0.2,0.53,0.07,0.6,0.8,-,-,0,0,0,-,2000,29.5,10,16.7,1.2,3.62,4.82,1999,0.85,23.5,70.9,94.4
1999,0,0,0,0.93,0.39,1.32,1.32,-,-,0,0,0,-,1999,20,10.9,14.5,0,9.09,9.09,1998,1.13,0,117,117
