盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.6,0,0.6,0,0,0,0.6,9.96,0,-,-,-,-,2018,14.7,11.4,12.8,4.7,0,4.7,2017,0.97,61.9,0,61.9
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,14.4,9.5,11.3,0,0,0,2016,0.08,0,0,0
2016,0.3,0,0.3,0,0,0,0.3,4.98,0,-,-,-,-,2016,11,8.86,9.72,3.09,0,3.09,2015,0.3,100,0,100
2015,0.4,0,0.4,0,0,0,0.4,6.64,0,5.63,0.93,0,0,2015,13.8,8.5,11.5,3.48,0,3.48,2014,0.36,111,0,111
2014,0.4,0,0.4,0,0,0,0.4,6.64,0,5.63,0.92,0,0,2014,15.3,11.9,13.8,2.91,0,2.91,2013,0.37,108,0,108
2013,0.4,0,0.4,0,0,0,0.4,6.64,0,7.5,0.69,0.05,0,2013,16.55,13.4,14.6,2.74,0,2.74,2012,0.66,60.6,0,60.6
2012,0.8,0,0.8,0,0,0,0.8,13.3,0,7.8,0.39,0.22,0,2012,14.65,11.6,12.6,6.34,0,6.34,2011,1.21,66.1,0,66.1
2011,0.55,0,0.55,0.15,0,0.15,0.7,9,24.5,7,0.48,0.24,0,2011,15.4,11.05,12.8,4.28,1.17,5.45,2010,0.89,61.8,16.9,78.7
2010,0.6,0,0.6,0.2,0,0.2,0.8,9.62,32.1,7,0.38,0.3,0,2010,16.45,10.8,13.2,4.54,1.51,6.05,2009,1.14,52.6,17.5,70.2
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,14.8,6.4,10.4,0,0,0,2008,-0.22,0,0,0
2008,0.4,0,0.4,0.2,0,0.2,0.6,-,-,7,0.63,0.22,0,2008,16.65,6.01,11.2,3.58,1.79,5.36,2007,0.7,57.1,28.6,85.7
2007,0.6,0,0.6,0.1,0,0.1,0.7,-,-,7,0.63,0.21,-,2007,18.1,11.05,13.8,4.35,0.73,5.08,2006,0.72,83.3,13.9,97.2
2006,0.5,0,0.5,0.38,0,0.38,0.88,-,-,7,0.5,0.37,-,2006,15.4,10.55,12.5,3.99,3.03,7.02,2005,0.94,53.2,40.4,93.6
2005,0.55,0,0.55,0.55,0,0.55,1.1,-,-,7,0.31,0.44,-,2005,17.7,9.97,13,4.24,4.24,8.48,2004,1.58,34.8,34.8,69.6
2004,0.8,0,0.8,0.8,0,0.8,1.6,-,-,7,0.31,0.52,-,2004,21.3,13.8,17.1,4.67,4.67,9.35,2003,1.7,47.1,47.1,94.1
2003,0.2,0,0.2,0.3,0,0.3,0.5,-,-,3,0.45,0.04,-,2003,16.7,9.7,12.8,1.56,2.34,3.9,2002,0.52,38.5,57.7,96.2
2002,0.1,0,0.1,0.15,0,0.15,0.25,-,-,0,0,0,-,2002,11.6,7.45,9.04,1.11,1.66,2.77,2001,0.32,31.2,46.9,78.1
2001,0.15,0,0.15,0.25,0.1,0.35,0.5,-,-,0,0,0,-,2001,12,6.6,8.71,1.72,4.02,5.74,2000,0.49,30.6,71.4,102
2000,0.2,0,0.2,0.5,0,0.5,0.7,-,-,0,0,0,-,2000,24.3,8.4,14.5,1.38,3.45,4.83,1999,0.91,22,54.9,76.9
1999,0,0,0,0,0,0,0,-,-,-,-,-,-,1999,20,10,13.2,0,0,0,1998,-0.42,0,0,0
1998,0,0,0,0.2,0.2,0.4,0.4,-,-,0,0,0,-,1998,18,10.7,14.5,0,2.75,2.75,1997,0.29,0,138,138
1997,0,0,0,0.4,0.1,0.5,0.5,-,-,0,0,0,-,1997,32.29,15.2,22.2,0,2.26,2.26,1996,0.34,0,147,147
1996,0,0,0,0.7,0.3,1,1,-,-,0,0,0,-,1996,29.1,21,24.2,0,4.13,4.13,1995,1.14,0,87.7,87.7
1995,0.5,0,0.5,1,0.5,1.5,2,-,-,0,0,0,-,1995,40.9,19.6,29.2,1.71,5.14,6.86,1994,2.02,24.8,74.4,99.1
1994,1,0,1,0,0.5,0.5,1.5,-,-,0,0,0,-,1994,43.8,31.5,36.7,2.72,1.36,4.08,1993,1.64,61.1,30.5,91.6
1993,0,0,0,0.2,1,1.2,1.2,-,-,0,0,0,-,1993,39.4,20.5,25.7,0,4.68,4.68,1992,0.71,0,168,168
1992,0,0,0,0.3,0.7,1,1,-,-,0,0,0,-,1992,38.7,24.8,32.8,0,3.05,3.05,1991,0.38,0,263,263
