盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,23,16.8,19.1,0,0,0,2017,0.36,0,0,0
2017,0.54,0,0.54,0,0,0,0.54,0.64,0,-,-,-,-,2017,28.05,18.65,22.7,2.39,0,2.39,2016,0.73,74.4,0,74.4
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,22.7,14.3,18.3,0,0,0,2015,0.03,0,0,0
2015,1.02,0,1.02,0,0,0,1.02,1.04,0,2.28,1.89,0.08,0,2015,47.35,15.1,29.3,3.48,0,3.48,2014,1.38,73.9,0,73.9
2014,1.18,0,1.18,0,0,0,1.18,1.11,0,2.47,1.49,0.1,0,2014,69.6,36.9,47.2,2.51,0,2.51,2013,2.11,56,0,56
2013,1.2,0,1.2,0,0,0,1.2,0.95,0,2.13,1.1,0.1,0,2013,44.15,33.7,37.6,3.19,0,3.19,2012,2.82,42.6,0,42.6
2012,1,0,1,0,0,0,1,0.69,0,1.5,0.77,0.05,0,2012,53.8,28.65,37.8,2.64,0,2.64,2011,3.02,33.1,0,33.1
2011,2.5,0,2.5,0,0,0,2.5,1.57,0,3.41,1.41,0.1,0,2011,44.9,31.35,37.5,6.66,0,6.66,2010,3.85,64.9,0,64.9
2010,2,0,2,0,0,0,2,1.25,0,2.73,1.43,0.08,0,-,-,-,-,-,-,-,2009,3.05,65.6,0,65.6
2009,0,0,0,0.45,0,0.45,0.45,0,2.7,0.85,1.12,0,0,-,-,-,-,-,-,-,2008,1.27,0,35.4,35.4
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,-,-,-,-,-,-,-,2007,0.33,0,0,0
2007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2006,0.28,-,-,-
2006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2005,-0.09,-,-,-
2005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2004,-1.89,-,-,-
2004,0,0,0,0,0,0,0,-,-,-,-,-,-,2004,9.2,2.38,5.48,0,0,0,2003,0.43,0,0,0
2003,0,0,0,0,0,0,0,-,-,-,-,-,-,2003,6.2,4,4.97,0,0,0,2002,-1.5,0,0,0
2002,0.09,0,0.09,0.1,0.78,0.88,0.97,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,0.15,62,588,650
2001,0,0,0,1.7,1,2.7,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,1.52,0,178,178
2000,0,0,0,3,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,3.77,0,79.6,79.6
1999,0,0,0,3,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,3.64,0,82.4,82.4
1998,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
平均,0.45,0,0.45,0.39,0.08,0.48,0.93,,,,,,,平均,34.9,20.2,26,2.1,0,2.1,平均,1.26,27.8,56.6,84.4
累計,9.54,0,9.54,8.25,1.78,10,19.6,,,,,,,累計,,,,,,,累計,25.3,,,
