盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.5,0,0.5,0,0,0,0.5,7.47,0,-,-,-,-,2018,21.65,15.3,17.7,2.81,0,2.81,2017,0.28,178,0,178
2017,0.3,0,0.3,0,0,0,0.3,4.46,0,-,-,-,-,2017,19.9,12.2,16.5,1.81,0,1.81,2016,0.01,2985,0,2985
2016,0.18,0.13,0.3,0,0,0,0.3,4.49,0,-,-,-,-,2016,17.8,11.3,13.7,2.2,0,2.2,2015,0.19,159,0,159
2015,0.29,0.21,0.5,0,0,0,0.5,7.62,0,3.58,0.72,0.81,0,2015,24.55,10.05,16.9,2.99,0,2.99,2014,0.32,158,0,158
2014,0.6,0,0.6,0,0,0,0.6,9.23,0,8.44,0.72,1.9,0,2014,30.3,20.1,24.7,2.44,0,2.44,2013,0.76,79.3,0,79.3
2013,1.1,0,1.1,0,0,0,1.1,16.9,0,24.9,0.72,4.98,0,2013,33.3,19.75,27,4.07,0,4.07,2012,2.25,48.9,0,48.9
2012,1.5,0,1.5,0,0,0,1.5,23.1,0,22.5,0.45,7.21,0,2012,41.65,28,33.8,4.44,0,4.44,2011,3.26,46,0,46
2011,2.6,0,2.6,0,0,0,2.6,40,0,32,0.45,9.61,0,2011,61.4,31.05,46.1,5.64,0,5.64,2010,4.63,56.2,0,56.2
2010,1.4,0,1.4,0,0,0,1.4,21.5,0,16.4,0.45,4.91,0,2010,60.6,31.8,48.1,2.91,0,2.91,2009,3.24,43.2,0,43.2
2009,0.7,0,0.7,0,0,0,0.7,7.59,0,10.9,0.45,3.28,0,2009,46.4,12.1,29,2.41,0,2.41,2008,2.22,31.5,0,31.5
2008,2.2,0,2.2,0.1,0,0.1,2.3,-,-,25.9,0.45,1.08,25.2,2008,58.2,11.05,33.5,6.57,0.3,6.87,2007,5.45,40.4,1.8,42.2
2007,1.6,0,1.6,0.2,0,0.2,1.8,-,-,20.5,0.45,0.77,-,2007,70,38.8,51.1,3.13,0.39,3.52,2006,4.46,35.9,4.5,40.4
2006,1.2,0,1.2,0.3,0,0.3,1.5,-,-,15.5,0.51,0.55,-,2006,59.3,34.75,44,2.72,0.68,3.41,2005,3.24,37,9.3,46.3
2005,0.58,0,0.58,0.58,0,0.58,1.17,-,-,7.88,0.36,0.48,-,2005,47,20.4,25.8,2.26,2.26,4.52,2004,2.6,22.5,22.5,44.9
2004,0.3,0,0.3,0.5,0,0.5,0.81,-,-,4.97,0.44,0,-,2004,30.4,16.6,22.4,1.35,2.25,3.6,2003,1.5,20.2,33.7,53.8
2003,0.26,0,0.26,0.46,0,0.46,0.72,-,-,4.59,0.45,0,-,2003,32.2,13.6,20.9,1.22,2.2,3.43,2002,1.44,17.8,32,49.7
2002,0.1,0,0.1,0.7,0,0.7,0.8,-,-,-,-,-,-,2002,50.5,18.6,31.6,0.32,2.22,2.53,2001,1.76,5.7,39.8,45.5
2001,0.2,0,0.2,1.8,0,1.8,2,-,-,0,0,0,-,2001,53,13.05,34.7,0.58,5.18,5.76,2000,2.98,6.7,60.4,67.1
2000,0,0,0,1.1,0.9,2,2,-,-,0,0,0,-,2000,87,36.6,61.6,0,3.25,3.25,1999,1.48,0,135,135
1999,0,0,0,1.2,0.8,2,2,-,-,0,0,0,-,1999,49,26.6,35.1,0,5.7,5.7,1998,1.38,0,145,145
1998,0,0,0,1.5,0.5,2,2,-,-,-,-,-,-,1998,39.5,30.3,33.7,0,5.94,5.94,1997,1.69,0,118,118
1997,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,3.08,0,0,0
1996,0,0,0,2,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,-,-,-,-
1995,0,0,0,0.05,0,0.05,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,0,0,0,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.6,0.01,0.61,0.44,0.08,0.53,1.14,,,,,,,平均,44.5,21.5,31.8,2.4,1.4,3.8,平均,2.19,180,27.4,208
累計,15.6,0.34,15.9,11.5,2.2,13.7,29.6,,,,,,,累計,,,,,,,累計,48.2,,,
