盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.41,2.51,2.92,0,0,0,2.92,68.6,0,-,-,-,-,2018,44.3,35.1,39.4,7.42,0,7.42,2017,1.13,258,0,258
2017,2.92,0,2.92,0,0,0,2.92,68.6,0,-,-,-,-,2017,55,36.05,47,6.21,0,6.21,2016,4.05,72.1,0,72.1
2016,2.19,0,2.19,0.05,0,0.05,2.24,51.1,11.7,-,-,-,-,2016,50.6,29.7,43.1,5.07,0.12,5.19,2015,3.11,70.3,1.6,71.9
2015,1.97,0,1.97,0.05,0,0.05,2.02,46.1,11.7,54.9,0.85,7.68,4.33,2015,42.9,27,35.8,5.5,0.14,5.64,2014,2.8,70.4,1.8,72.1
2014,2.71,0,2.71,0.05,0,0.05,2.76,63.1,11.6,70,0.8,9.97,4.08,2014,55.5,35.15,45.2,6,0.11,6.11,2013,3.83,70.8,1.3,72.1
2013,2.34,0,2.34,0.05,0,0.05,2.39,54,11.5,61.4,0.82,8.98,3.67,2013,54.1,38,48.4,4.84,0.1,4.94,2012,3.33,70.3,1.5,71.8
2012,2.27,0,2.27,0.05,0,0.05,2.32,51.7,11.4,61.4,0.85,8.19,4.42,2012,40.25,33.7,36.9,6.15,0.14,6.28,2011,3.22,70.5,1.6,72
2011,2.87,0,2.87,0.05,0,0.05,2.92,64.7,11.3,79,0.88,7.7,13.9,2011,41.7,26.75,34.3,8.38,0.15,8.52,2010,4.05,70.9,1.2,72.1
2010,2.25,0,2.25,0.05,0,0.05,2.3,50.2,11.2,61.7,0.87,6.03,11.1,2010,49.5,33.5,40.1,5.61,0.12,5.74,2009,3.2,70.3,1.6,71.9
2009,1.4,0,1.4,0.05,0,0.05,1.45,30.8,11,38.4,0.87,0.91,20,2009,48.9,19.3,32.6,4.3,0.15,4.45,2008,2.01,69.7,2.5,72.1
2008,2.95,0,2.95,0.05,0,0.05,3,-,-,73.5,0.87,3.35,40,2008,56.8,17.3,31.8,9.28,0.16,9.44,2007,3.45,85.5,1.4,87
2007,3.29,0,3.29,0.07,0,0.07,3.35,-,-,121,1.44,4.06,-,2007,62.8,38.5,47.5,6.92,0.14,7.06,2006,3.04,108,2.3,110
2006,2.36,0,2.36,0.05,0,0.05,2.41,-,-,115,1.31,2.44,-,2006,56.8,38.1,44.6,5.29,0.11,5.4,2005,3.4,69.4,1.4,70.9
2005,2,0,2,0.2,0,0.2,2.2,-,-,93.3,1.24,1.37,-,2005,46.2,31,36.3,5.51,0.55,6.06,2004,3.07,65.1,6.5,71.7
2004,1.4,0,1.4,1,0,1,2.4,-,-,90.8,1.25,1.21,-,2004,41.8,29,34.6,4.04,2.89,6.93,2003,3.32,42.2,30.1,72.3
2003,1.4,0,1.4,0.6,1,1.6,3,-,-,223,4.34,0.89,-,2003,47.1,30.8,38.3,3.66,4.18,7.84,2002,4.59,30.5,34.9,65.4
2002,1.26,0,1.26,1.26,0,1.26,2.53,-,-,0,0,0,-,2002,50.5,22.6,33.9,3.73,3.73,7.47,2001,3.24,39,39,78
2001,0.5,0,0.5,2.5,0,2.5,3,-,-,0,0,0,-,2001,28.9,10.3,18.6,2.69,13.4,16.1,2000,5.27,9.5,47.4,56.9
2000,0,0,0,0.9,0.6,1.5,1.5,-,-,0,0,0,-,2000,64.5,11.15,41.5,0,3.62,3.62,1999,1.22,0,123,123
1999,0,0,0,0,0,0,0,-,-,0,0,0,-,1999,73.5,38.1,51.6,0,0,0,1998,-2.52,0,0,0
1998,0.5,0,0.5,2,0.2,2.2,2.7,-,-,0,0,0,-,1998,128.5,60.5,85.2,0.59,2.58,3.17,1997,3.28,15.2,67.1,82.3
1997,0,0,0,2.5,0.5,3,3,-,-,0,0,0,-,1997,174,46.2,98.1,0,3.06,3.06,1996,4.01,0,74.8,74.8
1996,0.6,0,0.6,3,0,3,3.6,-,-,0,0,0,-,1996,52,27.9,38.1,1.58,7.88,9.45,1995,5.14,11.7,58.4,70
1995,0,0,0,1,0,1,1,-,-,0,0,0,-,1995,67,34.2,46.4,0,2.15,2.15,1994,1.74,0,57.4,57.4
1994,0,0,0,1.1,0,1.1,1.1,-,-,0,0,0,-,1994,69,36.4,49.2,0,2.23,2.23,1993,1.48,0,74.6,74.6
1993,0,0,0,1,0,1,1,-,-,-,-,-,-,1993,48.7,21,31.6,0,3.16,3.16,1992,-,-,-,-
1992,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,38.79,20.6,29.7,-,-,-,-,-,-,-,-
1991,-,-,-,-,-,-,-,-,-,-,-,-,-,1991,61.5,23.5,39,-,-,-,-,-,-,-,-
平均,1.34,0.09,1.43,0.63,0.08,0.71,2.14,,,,,,,平均,59,30.4,42.8,4,2,5.9,平均,2.98,54.8,25.3,80
累計,37.6,2.51,40.1,17.6,2.3,19.9,60,,,,,,,累計,,,,,,,累計,74.5,,,
