盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,25,0,25,0,0,0,25,260,0,-,-,-,-,2018,378,272,308,8.11,0,8.11,2017,29.83,83.8,0,83.8
2017,8,0,8,0,0,0,8,83.2,0,-,-,-,-,2017,290,222.5,259,3.09,0,3.09,2016,9.46,84.6,0,84.6
2016,7.2,0,7.2,0,0,0,7.2,74.9,0,-,-,-,-,2016,268.5,188,238,3.03,0,3.03,2015,7.92,90.9,0,90.9
2015,7,0,7,0,0,0,7,72.8,0,160,1.77,4.81,0,2015,259,191.5,222,3.15,0,3.15,2014,8.74,80.1,0,80.1
2014,5.15,0.85,6,0,0,0,6,62.4,0,108,1.34,3.24,0,2014,253,181,222,2.7,0,2.7,2013,7.73,77.6,0,77.6
2013,4.85,0,4.85,0,0,0,4.85,50.4,0,131,1.92,3.92,0,2013,229,154,193,2.52,0,2.52,2012,6.53,74.3,0,74.3
2012,4.8,0,4.8,0,0,0,4.8,49.9,0,99,1.56,2.97,0,2012,172,135,157,3.06,0,3.06,2011,6.11,78.6,0,78.6
2011,4.9,0,4.9,0,0,0,4.9,50.9,0,51.6,0.9,3.09,0,2011,195,119.5,156,3.13,0,3.13,2010,5.51,88.9,0,88.9
2010,3.6,0,3.6,0,0,0,3.6,37.4,0,36.5,0.9,2.19,0,2010,138,71.9,102,3.54,0,3.54,2009,3.9,92.3,0,92.3
2009,2.04,0,2.04,1.36,0,1.36,3.4,18.7,124,31.7,0.9,1.9,0,2009,89.8,68.9,78.6,2.59,1.73,4.32,2008,3.85,53,35.3,88.3
2008,3.2,0,3.2,0,0,0,3.2,-,-,32.6,0.9,2.61,0,2008,122.5,65.9,93.8,3.41,0,3.41,2007,3.96,80.8,0,80.8
2007,3.5,0,3.5,0,0,0,3.5,-,-,34.4,0.9,2.75,-,2007,102.5,73.9,85.8,4.08,0,4.08,2006,4.18,83.7,0,83.7
2006,3.4,0,3.4,0,0,0,3.4,-,-,66.9,1.83,2.01,-,2006,81.4,64.5,72,4.72,0,4.72,2005,3.99,85.2,0,85.2
2005,3,0,3,0,0,0,3,-,-,53.7,1.76,1.07,-,2005,69.2,49.9,58.9,5.09,0,5.09,2004,3.33,90.1,0,90.1
2004,2.64,0,2.64,0.66,0,0.66,3.3,-,-,65,1.77,0.65,-,2004,69.5,47.2,56.7,4.65,1.16,5.81,2003,4.29,61.5,15.4,76.9
2003,1.78,0,1.78,1.12,0,1.12,2.9,-,-,48,1.85,0.48,-,2003,60,38.7,48.3,3.68,2.32,6,2002,3.36,53,33.3,86.3
2002,1.12,0,1.12,1.13,0,1.13,2.25,-,-,0,0,0,-,2002,74,50.5,59.6,1.88,1.9,3.78,2001,2.66,42.1,42.5,84.6
2001,1,0,1,1.5,0,1.5,2.5,-,-,0,0,0,-,2001,103,53,77.5,1.29,1.93,3.22,2000,2.96,33.8,50.7,84.5
2000,1.12,0,1.12,1.68,0,1.68,2.8,-,-,0,0,0,-,2000,169,79,113,0.99,1.49,2.48,1999,3.24,34.6,51.9,86.4
1999,0.96,0,0.96,1.8,0,1.8,2.76,-,-,-,-,-,-,1999,146,78,98.4,0.98,1.83,2.8,1998,3.21,29.9,56.1,86
1998,0.59,0,0.59,2.36,0,2.36,2.95,-,-,-,-,-,-,1998,112,87,98.6,0.6,2.39,2.99,1997,3.27,18,72.2,90.2
1997,0.65,0,0.65,2.6,0,2.6,3.25,-,-,0,0,0,-,1997,134.5,80,98.6,0.66,2.64,3.3,1996,3.99,16.3,65.2,81.5
1996,0.65,0,0.65,2.6,0,2.6,3.25,-,-,0,0,0,-,-,-,-,-,-,-,-,1995,3.43,19,75.8,94.8
1995,0.7,0,0.7,2.8,0,2.8,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,1,0,1,2.5,0,2.5,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,3.2,0,3.2,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,3.76,0.03,3.8,0.97,0,0.97,4.77,,,,,,,平均,160,108,132,3,0.8,3.8,平均,5.89,63.1,21.7,84.8
累計,97.8,0.85,98.7,25.3,0,25.3,124,,,,,,,累計,,,,,,,累計,135,,,
