盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.2,0,1.2,0,0,0,1.2,1.23,0,-,-,-,-,2018,35.4,30.7,31.7,3.78,0,3.78,2017,1.69,71,0,71
2017,1.2,0,1.2,0,0,0,1.2,1.23,0,-,-,-,-,2017,33.9,30.1,31,3.87,0,3.87,2016,1.81,66.3,0,66.3
2016,1,0,1,0,0,0,1,1.02,0,-,-,-,-,2016,33.8,29.95,31.4,3.19,0,3.19,2015,1.58,63.3,0,63.3
2015,1.3,0,1.3,0,0,0,1.3,1.33,0,0.6,0.37,0.01,0,2015,39.25,27.4,33.7,3.86,0,3.86,2014,1.57,82.8,0,82.8
2014,0.8,0,0.8,0.8,0,0.8,1.6,0.76,7.57,0.56,0.25,0.01,0,2014,43.8,36.65,40.4,1.98,1.98,3.96,2013,2.36,33.9,33.9,67.8
2013,1.7,0,1.7,0,0,0,1.7,1.61,0,0.56,0.3,0.01,0,2013,41.3,25,34,5.01,0,5.01,2012,1.97,86.3,0,86.3
2012,0.5,0,0.5,0,0,0,0.5,0.47,0,0.56,0.4,0.01,0,2012,28.2,21.4,24.2,2.07,0,2.07,2011,1.48,33.8,0,33.8
2011,1.6,0,1.6,0,0,0,1.6,1.51,0,0.56,0.33,0.01,0,2011,26.3,19.4,22.7,7.06,0,7.06,2010,1.76,90.9,0,90.9
2010,1.6,0,1.6,0,0,0,1.6,1.51,0,0.56,0.66,0.01,0,2010,22.95,17.2,19.7,8.12,0,8.12,2009,0.89,180,0,180
2009,0.3,0,0.3,0,0,0,0.3,0.28,0,0.56,0.53,0.01,0,2009,18.65,14.55,16.8,1.79,0,1.79,2008,1.11,27,0,27
2008,0.9,0,0.9,0,0,0,0.9,-,-,0.56,0.59,0.01,0,2008,22.5,13.5,16.3,5.51,0,5.51,2007,0.99,90.9,0,90.9
2007,0.8,0,0.8,0,0,0,0.8,-,-,0.56,0.77,0.01,-,2007,19,13.1,15.7,5.09,0,5.09,2006,0.77,104,0,104
2006,0.7,0,0.7,0,0,0,0.7,-,-,0.56,0.72,0.01,-,2006,14.45,11.55,12.7,5.51,0,5.51,2005,0.82,85.4,0,85.4
2005,0.7,0,0.7,0,0,0,0.7,-,-,0.56,0.7,0.01,-,2005,12.4,10.7,11.3,6.21,0,6.21,2004,0.84,83.3,0,83.3
2004,0.45,0,0.45,0,0,0,0.45,-,-,0.56,1.07,0.01,-,2004,13,8.1,10.5,4.27,0,4.27,2003,0.55,81.8,0,81.8
2003,0.3,0,0.3,0,0,0,0.3,-,-,0.56,3.06,0.01,-,2003,9.2,6.6,7.71,3.89,0,3.89,2002,0.19,158,0,158
2002,0.3,0,0.3,0,0,0,0.3,-,-,0,0,0,-,2002,9.2,6,7.4,4.05,0,4.05,2001,0.4,75,0,75
2001,0.3,0,0.3,0.2,0,0.2,0.5,-,-,0,0,0,-,2001,9.1,5.8,7.12,4.21,2.81,7.02,2000,0.72,41.7,27.8,69.4
2000,0.4,0,0.4,0.4,0,0.4,0.8,-,-,0,0,0,-,2000,18.9,6.6,11.8,3.4,3.4,6.8,1999,1.3,30.8,30.8,61.5
1999,1.5,0,1.5,0,0,0,1.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,1.85,81.1,0,81.1
1998,1,0,1,0.5,0,0.5,1.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1997,2.02,49.4,24.7,74.1
1997,1,0,1,0,0,0,1,-,-,0,0,0,-,-,-,-,-,-,-,-,1996,1.3,76.8,0,76.8
1996,0.4,0,0.4,0,0,0,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,-,-,-,-
1995,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.77,0,0.77,0.07,0,0.07,0.84,,,,,,,平均,23.8,17.6,20.3,4.4,0.4,4.8,平均,1.27,77,5.3,82.3
累計,20,0,20,1.9,0,1.9,21.8,,,,,,,累計,,,,,,,累計,28,,,
