盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.3,0,1.3,0,0,0,1.3,1.19,0,-,-,-,-,2018,41,31.9,35.8,3.63,0,3.63,2017,2.76,47.1,0,47.1
2017,1.8,0,1.8,0,0,0,1.8,1.64,0,-,-,-,-,2017,42,30,33.3,5.4,0,5.4,2016,3.11,57.9,0,57.9
2016,1.55,0,1.55,0,0,0,1.55,1.41,0,-,-,-,-,2016,37.6,22.5,31.9,4.85,0,4.85,2015,2.55,60.8,0,60.8
2015,1.8,0,1.8,0,0,0,1.8,1.64,0,3.65,1.33,0.15,0,2015,39.45,19.75,30.3,5.94,0,5.94,2014,3.01,59.8,0,59.8
2014,1,0,1,0.5,0,0.5,1.5,0.87,4.35,2.9,1.21,0.12,0,2014,42.8,28.7,35.6,2.81,1.4,4.21,2013,2.77,36.1,18.1,54.2
2013,0.7,0,0.7,0.5,0,0.5,1.2,0.58,4.14,2.21,1.18,0.09,0,2013,49.8,21.3,32.6,2.14,1.53,3.68,2012,2.26,31,22.1,53.1
2012,1.2,0,1.2,0,0,0,1.2,0.99,0,2.21,1.34,0.09,0,2012,23.9,16.6,20.5,5.85,0,5.85,2011,2,60,0,60
2011,1.5,0,1.5,0,0,0,1.5,1.24,0,2.76,1.4,0.11,0,2011,27.6,17,22.9,6.56,0,6.56,2010,2.38,63,0,63
2010,0.9,0,0.9,0.5,0,0.5,1.4,0.71,3.94,2.45,2.09,0.1,0,2010,28.8,14.5,21.2,4.24,2.36,6.6,2009,1.5,60,33.3,93.3
2009,0.6,0,0.6,0,0,0,0.6,0.47,0,1.05,1.67,0.04,0,2009,20.95,8.5,12.5,4.8,0,4.8,2008,0.8,75,0,75
2008,0.3,0,0.3,0.5,0,0.5,0.8,-,-,1.33,1.85,0.05,0,2008,18.45,7.55,11.4,2.64,4.4,7.03,2007,0.97,30.9,51.5,82.5
2007,0.5,0,0.5,0,0,0,0.5,-,-,0.83,1.74,0.03,-,2007,25.15,9.35,13.1,3.83,0,3.83,2006,0.64,78.1,0,78.1
2006,0.35,0,0.35,0,0,0,0.35,-,-,0.58,3.54,0.02,-,2006,10.15,7.68,8.42,4.16,0,4.16,2005,0.22,159,0,159
2005,0.5,0,0.5,0.2,0,0.2,0.7,-,-,1.15,1.65,0.05,-,2005,11.3,8.5,9.46,5.29,2.11,7.4,2004,0.95,52.6,21.1,73.7
2004,0.5,0,0.5,0.3,0,0.3,0.8,-,-,1.27,1.73,0.05,-,2004,13.35,8.3,11,4.54,2.73,7.27,2003,1.03,48.5,29.1,77.7
2003,0.5,0,0.5,0.3,0,0.3,0.8,-,-,1.22,1.62,0.04,-,2003,13.55,9.5,10.9,4.57,2.74,7.32,2002,1.08,46.3,27.8,74.1
2002,0.42,0,0.42,0,0,0,0.42,-,-,0,0,0,-,2002,13.1,6.6,9.26,4.54,0,4.54,2001,0.52,80.8,0,80.8
2001,0.45,0,0.45,0,0,0,0.45,-,-,-,-,-,-,2001,10.9,5.35,6.88,6.54,0,6.54,2000,0.53,84.9,0,84.9
2000,0.55,0,0.55,0,0.35,0.35,0.9,-,-,0,0,0,-,2000,13.65,6.05,8.94,6.15,3.92,10.1,1999,0.67,82.1,52.2,134
1999,0.55,0,0.55,0,0.45,0.45,1,-,-,0,0,0,-,1999,14.4,8.6,11.1,4.95,4.05,9.01,1998,0.64,85.9,70.3,156
1998,0,0,0,0.6,0.4,1,1,-,-,0,0,0,-,1998,23.5,13.5,17,0,5.87,5.87,1997,0.84,0,119,119
1997,0,0,0,1,0,1,1,-,-,0,0,0,-,1997,43.4,15.5,25.7,0,3.9,3.9,1996,1.24,0,80.6,80.6
1996,0,0,0,1,0,1,1,-,-,0,0,0,-,1996,27.5,15.6,19.7,0,5.08,5.08,1995,1.26,0,79.5,79.5
1995,0.15,0,0.15,1,0,1,1.15,-,-,0,0,0,-,-,-,-,-,-,-,-,1994,1.31,11.4,76.1,87.5
1994,0.3,0,0.3,1,0,1,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0.5,0,0.5,1.52,0,1.52,2.02,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.69,0,0.69,0.34,0.05,0.39,1.08,,,,,,,平均,25.8,14.5,19.1,4.1,1.7,5.8,平均,1.46,54.6,28.4,83
累計,17.9,0,17.9,8.92,1.2,10.1,28,,,,,,,累計,,,,,,,累計,35,,,
