盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.2,0,0.2,0,0,0,0.2,0.46,0,-,-,-,-,2018,12.45,10,10.6,1.88,0,1.88,2017,-0.18,-111,0,-111
2017,0.2,0,0.2,0,0,0,0.2,0.46,0,-,-,-,-,2017,13.55,10,11,1.82,0,1.82,2016,0.06,333,0,333
2016,0.5,0,0.5,0,0,0,0.5,1.14,0,-,-,-,-,2016,11.75,10,10.8,4.63,0,4.63,2015,0.61,82,0,82
2015,0.5,0,0.5,0,0,0,0.5,1.14,0,4.16,1.8,0.12,0,2015,16.15,9.4,13.1,3.83,0,3.83,2014,1.01,49.5,0,49.5
2014,0.5,0,0.5,0,0,0,0.5,1.14,0,6.21,1.8,0.19,0,2014,19.3,12.85,15.8,3.17,0,3.17,2013,1.52,32.9,0,32.9
2013,0.7,0,0.7,0,0,0,0.7,1.59,0,4.8,1.8,0.14,0,2013,15.75,11.75,13.8,5.06,0,5.06,2012,1.17,59.8,0,59.8
2012,0.7,0,0.7,0,0,0,0.7,1.59,0,4.71,1.8,0.14,0,2012,16.15,10.3,12.6,5.54,0,5.54,2011,1.15,60.9,0,60.9
2011,0.7,0,0.7,0,0,0,0.7,1.59,0,5.87,1.8,0.18,0,2011,16.6,9.86,12.8,5.48,0,5.48,2010,1.43,49,0,49
2010,0.6,0,0.6,0,0,0,0.6,1.37,0,3.6,1.8,0.11,0,2010,18.85,9.52,13.6,4.42,0,4.42,2009,0.88,68.2,0,68.2
2009,0.7,0,0.7,0,0,0,0.7,1.59,0,4.24,1.8,0.13,0,2009,11.95,6.9,10,6.99,0,6.99,2008,1.03,68,0,68
2008,0.6,0,0.6,0,0,0,0.6,-,-,2.7,1.8,0.08,0,2008,17.6,6.43,11.3,5.32,0,5.32,2007,0.66,90.9,0,90.9
2007,0.6,0,0.6,0,0,0,0.6,-,-,3.87,1.8,0.1,-,2007,24.9,7.99,16.8,3.58,0,3.58,2006,0.94,63.8,0,63.8
2006,0.15,0,0.15,0,0,0,0.15,-,-,0.46,2.29,0.01,-,2006,15.9,4.96,6.51,2.31,0,2.31,2005,0.09,167,0,167
2005,0,0,0,0.25,0,0.25,0.25,-,-,2.58,1.73,0.06,-,2005,13.45,5.7,8.73,0,2.86,2.86,2004,0.66,0,37.9,37.9
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,14.5,9.4,11.7,0,0,0,2003,0.51,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,10.8,4.78,7.62,0,0,0,2002,0.1,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,7.8,3.46,5.18,0,0,0,2001,-1.39,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,9.4,3.16,5.47,0,0,0,2000,-1.48,0,0,0
2000,0,0,0,1,0,1,1,-,-,0,0,0,-,2000,35,2.79,14.6,0,6.85,6.85,1999,1.37,0,73,73
1999,0,0,0,2.6,1.2,3.8,3.8,-,-,0,0,0,-,1999,81,21.5,51.3,0,7.41,7.41,1998,3.04,0,125,125
1998,0,0,0,2.85,1,3.85,3.85,-,-,-,-,-,-,1998,124.5,55,84.3,0,4.56,4.56,1997,3.57,0,108,108
1997,0,0,0,2.6,0,2.6,2.6,-,-,0,0,0,-,1997,91,50,68.9,0,3.77,3.77,1996,2.64,0,98.5,98.5
1996,0,0,0,3,0,3,3,-,-,0,0,0,-,1996,53,35.29,42,0,7.14,7.14,1995,3.14,0,95.5,95.5
1995,0,0,0,1.5,0,1.5,1.5,-,-,0,0,0,-,1995,37.9,28.6,32.7,0,4.58,4.58,1994,1.7,0,88.1,88.1
1994,0,0,0,1.1,0,1.1,1.1,-,-,0,0,0,-,-,-,-,-,-,-,-,1993,1.75,0,62.8,62.8
1993,0.5,0,0.5,0,0,0,0.5,-,-,0,-,0,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.28,0,0.28,0.57,0.08,0.66,0.93,,,,,,,平均,28.7,14.2,20.5,2.3,1.5,3.8,平均,1.04,40.6,27.5,68.1
累計,7.15,0,7.15,14.9,2.2,17.1,24.2,,,,,,,累計,,,,,,,累計,26,,,
