盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.4,0,0.4,0,0,0,0.4,0.88,0,-,-,-,-,2018,19.3,15.1,16.7,2.41,0,2.41,2017,0.9,44.8,0,44.8
2017,0.48,0,0.48,0,0,0,0.48,1.05,0,-,-,-,-,2017,22.2,16.55,19,2.55,0,2.55,2016,2.11,23,0,23
2016,0.48,0,0.48,0,0,0,0.48,1.23,0,-,-,-,-,2016,19.55,13,16.3,2.92,0,2.92,2015,2.35,20.3,0,20.3
2015,0.15,0,0.15,0,0,0,0.15,0.54,0,1.8,0.26,0.4,0,2015,23.3,9.51,16.5,0.92,0,0.92,2014,1.95,7.8,0,7.8
2014,0.15,0,0.15,0,0,0,0.15,0.54,0,1.8,1.72,0.4,0,2014,20,11.55,14.9,1.01,0,1.01,2013,0.3,50,0,50
2013,0.15,0,0.15,0,0,0,0.15,0.54,0,2.4,-5.09,0.25,0,2013,14.8,10.65,12.4,1.21,0,1.21,2012,-0.13,-115,0,-115
2012,0.3,0,0.3,0,0,0,0.3,1.09,0,2.2,0.7,0.4,0,2012,23.9,10.55,15.3,1.99,0,1.99,2011,0.89,34.2,0,34.2
2011,1.4,0,1.4,0,0,0,1.4,5.07,0,2.4,0.18,0.4,0,2011,34.25,16.45,25.5,5.5,0,5.5,2010,3.77,37.1,0,37.1
2010,1.3,0,1.3,0,0,0,1.3,4.77,0,2,0.16,0.4,0,2010,39.3,27.05,32.6,3.98,0,3.98,2009,3.47,37.5,0,37.5
2009,1.21,0,1.21,0,0,0,1.21,4.42,0,2,0.19,0.54,0,2009,38.65,14.7,28.3,4.27,0,4.27,2008,2.86,42.3,0,42.3
2008,1.1,0,1.1,1,0,1,2.1,-,-,2,0.2,0.69,0,2008,40,13.75,30.5,3.61,3.28,6.88,2007,3,36.7,33.3,70
2007,1,0,1,1,0,1,2,-,-,2,0.25,0.49,-,2007,48.3,30.3,39.2,2.55,2.55,5.11,2006,2.67,37.5,37.5,74.9
2006,0.5,0,0.5,2,0,2,2.5,-,-,2,0.25,0.35,-,2006,47.5,26.5,35.1,1.43,5.7,7.13,2005,3.24,15.4,61.7,77.2
2005,0.5,0,0.5,1,0,1,1.5,-,-,2,0.34,0.31,-,2005,44,23.3,30.8,1.63,3.25,4.88,2004,2.56,19.5,39.1,58.6
2004,0.5,0,0.5,1.5,0,1.5,2,-,-,2,0.41,0.43,-,2004,35.4,21,26.7,1.87,5.61,7.48,2003,2.52,19.8,59.5,79.4
2003,0.5,0,0.5,1.03,0.97,2,2.5,-,-,1.6,0.47,0.1,-,2003,41.1,27.6,33.1,1.51,6.04,7.55,2002,2.12,23.6,94.3,118
2002,0.25,0,0.25,0.5,1,1.5,1.75,-,-,0,0,0,-,2002,37.7,29,33.3,0.75,4.5,5.25,2001,1.37,18.2,110,128
2001,0.09,0,0.09,0.83,0.21,1.03,1.13,-,-,0,0,0,-,2001,37.2,26.6,32.2,0.29,3.21,3.5,2000,1.11,8.3,93.2,102
2000,0,0,0,0.7,0.8,1.5,1.5,-,-,0,0,0,-,2000,39.8,28.5,33.1,0,4.54,4.54,1999,1.02,0,147,147
1999,0,0,0,1.5,0,1.5,1.5,-,-,0,0,0,-,1999,44.4,27.5,35.3,0,4.25,4.25,1998,1.46,0,103,103
1998,0,0,0,1.5,0,1.5,1.5,-,-,0,-,0,-,-,-,-,-,-,-,-,1997,-,-,-,-
1997,0,0,0,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
1996,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,-,-,-,-
1995,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.4,0,0.4,0.52,0.11,0.64,1.04,,,,,,,平均,33.5,20,26.3,2,2.1,4.2,平均,1.98,18,38.9,56.9
累計,10.5,0,10.5,13.6,2.98,16.5,27,,,,,,,累計,,,,,,,累計,39.5,,,
