盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.7,0,0.7,0,0,0,0.7,1.87,0,-,-,-,-,2018,25.25,22.6,23.5,2.97,0,2.97,2017,0.82,84.9,0,84.9
2017,1.05,0,1.05,0,0,0,1.05,2.84,0,-,-,-,-,2017,28.1,22,24.5,4.31,0,4.31,2016,1.22,86.4,0,86.4
2016,0.81,0,0.81,0,0,0,0.81,2.17,0,-,-,-,-,2016,25.7,22.65,24.2,3.33,0,3.33,2015,0.99,81.4,0,81.4
2015,0.76,0,0.76,0,0,0,0.76,2.04,0,6.92,3.06,0.27,0,2015,30.8,21.1,27.5,2.75,0,2.75,2014,0.87,87,0,87
2014,0.9,0,0.9,0,0,0,0.9,2.42,0,10,4.17,0.43,0,2014,43.5,30,35.4,2.54,0,2.54,2013,0.84,107,0,107
2013,0.86,0,0.86,0,0,0,0.86,2.71,0,8.1,2.69,0.35,0,2013,44.1,29.5,34.4,2.49,0,2.49,2012,0.99,86.4,0,86.4
2012,1.19,0,1.19,0,0,0,1.19,3.77,0,10.9,2.6,0.67,0,2012,35,25.4,29.2,4.08,0,4.08,2011,1.38,86.2,0,86.2
2011,0.92,0,0.92,0,0,0,0.92,2.9,0,8.7,2.7,0.08,0,2011,38.5,25.75,31.4,2.92,0,2.92,2010,1.06,86.6,0,86.6
2010,1.16,0,1.16,0,0,0,1.16,3.66,0,10.9,4.64,0.06,0,2010,40.8,27.9,32.3,3.58,0,3.58,2009,0.77,150,0,150
2009,0.32,0,0.32,0,0,0,0.32,1.01,0,3.02,1.06,0.1,0,2009,38.4,15.7,27.8,1.14,0,1.14,2008,0.93,34.1,0,34.1
2008,1.12,0,1.12,0,0,0,1.12,-,-,11.2,2.7,0.08,0,2008,44.8,15.7,29.4,3.79,0,3.79,2007,1.36,82,0,82
2007,1.18,0,1.18,0,0,0,1.18,-,-,11.8,2.7,0.08,-,2007,43.1,21.4,28.1,4.2,0,4.2,2006,1.43,82.5,0,82.5
2006,1.5,0,1.5,0,0,0,1.5,-,-,15.1,2.7,0.12,-,2006,33,16.6,22.2,6.75,0,6.75,2005,1.83,82,0,82
2005,1.43,0,1.43,0,0,0,1.43,-,-,14.3,2.7,0.1,-,2005,18.75,15.15,16.7,8.55,0,8.55,2004,1.74,82.2,0,82.2
2004,1.31,0,1.31,0,0,0,1.31,-,-,13.2,2.7,0.11,-,2004,23.4,16.4,18.6,7.03,0,7.03,2003,2.03,64.5,0,64.5
2003,0.9,0,0.9,0,0,0,0.9,-,-,8.81,2.51,0.07,-,2003,19.2,11.8,14.6,6.15,0,6.15,2002,1.18,76.3,0,76.3
2002,0.6,0,0.6,0,0,0,0.6,-,-,0,0,0,-,2002,15.6,8.85,11.9,4.99,0,4.99,2001,0.72,82.7,0,82.7
2001,0.5,0,0.5,0.13,0.07,0.2,0.7,-,-,0,0,0,-,2001,12.05,8,9.79,5.11,2.04,7.15,2000,0.86,58.1,23.3,81.4
2000,0.4,0,0.4,0.17,0.23,0.4,0.8,-,-,0,0,0,-,2000,19.4,9.65,12.6,3.16,3.16,6.33,1999,0.77,51.9,51.9,104
1999,0.8,0,0.8,0,0,0,0.8,-,-,0,0,0,-,1999,18.89,11.7,15.2,5.28,0,5.28,1998,0.82,97.6,0,97.6
1998,0,0,0,0,1,1,1,-,-,0,0,0,-,1998,33.29,16.89,24.5,0,4.08,4.08,1997,0.99,0,101,101
1997,1.5,0,1.5,0,0,0,1.5,-,-,0,0,0,-,1997,27.9,22.4,24.9,6.03,0,6.03,1996,1.61,93.1,0,93.1
1996,1.5,0,1.5,0,0,0,1.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1995,1.95,76.9,0,76.9
1995,1.5,0,1.5,0,0.5,0.5,2,-,-,0,0,0,-,-,-,-,-,-,-,-,1994,3.13,47.9,16,63.9
1994,1,0,1,0,0.5,0.5,1.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1993,1.92,52.1,26,78.1
1993,0.8,0,0.8,0,0,0,0.8,-,-,0,-,0,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.95,0,0.95,0.01,0.09,0.1,1.05,,,,,,,平均,30,19,23.6,4.1,0.4,4.6,平均,1.29,76.8,8.7,85.5
累計,24.7,0,24.7,0.31,2.29,2.6,27.3,,,,,,,累計,,,,,,,累計,32.2,,,
