盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1,0,1,0.5,0,0.5,1.5,4.69,23.4,-,-,-,-,2018,33.25,21.5,26.3,3.8,1.9,5.71,2017,1.74,57.5,28.7,86.2
2017,1,0,1,0.5,0,0.5,1.5,4.47,22.3,-,-,-,-,2017,26.25,21.25,23.2,4.32,2.16,6.47,2016,1.71,58.5,29.2,87.7
2016,2,0,2,0.5,0,0.5,2.5,8.51,21.3,-,-,-,-,2016,28.9,20.75,24.4,8.18,2.05,10.2,2015,2.72,73.5,18.4,91.9
2015,0.25,0,0.25,0.25,0,0.25,0.5,1.04,10.4,6.23,2.7,0.04,0,2015,31.2,15.8,23.1,1.08,1.08,2.17,2014,0.56,44.6,44.6,89.3
2014,0.4,0,0.4,0.4,0,0.4,0.8,1.6,16,8.78,2.7,0.06,0,2014,20.15,14.7,17.5,2.28,2.28,4.57,2013,0.81,49.4,49.4,98.8
2013,0.5,0,0.5,0.5,0,0.5,1,1.9,19,9.6,2.7,0.06,0,2013,23.8,18.35,19.8,2.53,2.53,5.06,2012,0.94,53.2,53.2,106
2012,1.5,0,1.5,0.5,0,0.5,2,5.43,18.1,25.3,2.7,0.17,0,2012,27.85,15.5,23.6,6.36,2.12,8.48,2011,2.59,57.9,19.3,77.2
2011,0.9,0,0.9,0.6,0,0.6,1.5,3.07,20.5,14.6,2.7,0.1,0,2011,36.9,21.65,27.3,3.29,2.2,5.49,2010,1.58,57,38,94.9
2010,0.8,0,0.8,0.8,0,0.8,1.6,2.53,25.3,15,2.7,0.1,0,2010,24.5,19.7,21.5,3.72,3.72,7.43,2009,1.76,45.5,45.5,90.9
2009,0.8,0,0.8,0.8,0,0.8,1.6,2.34,23.4,15.6,2.7,0.1,0,2009,26.4,15,21.8,3.67,3.67,7.34,2008,1.97,40.6,40.6,81.2
2008,1,0,1,1,0,1,2,-,-,21.9,2.7,0.15,0,2008,38.45,15.2,27.2,3.68,3.68,7.36,2007,3.04,32.9,32.9,65.8
2007,0.8,0,0.8,0.5,0,0.5,1.3,-,-,9.94,2.7,0.07,-,2007,40.6,17.9,26.2,3.05,1.91,4.95,2006,1.45,55.2,34.5,89.7
2006,0.6,0,0.6,0.6,0,0.6,1.2,-,-,-,-,-,-,2006,21.95,12.75,14.8,4.05,4.05,8.11,2005,1.39,43.2,43.2,86.3
2005,0.25,0,0.25,0.25,0,0.25,0.5,-,-,3.68,2.51,0.02,-,2005,14.85,10.4,12.4,2.02,2.02,4.04,2004,0.63,39.7,39.7,79.4
2004,0.3,0,0.3,0.3,0,0.3,0.6,-,-,4.29,2.99,0.03,-,2004,14.8,9.2,11.3,2.67,2.67,5.33,2003,0.63,47.6,47.6,95.2
2003,0.6,0,0.6,0.5,0,0.5,1.1,-,-,7.49,2.62,0.05,-,2003,17.2,11.55,13,4.6,3.84,8.44,2002,1.33,45.1,37.6,82.7
2002,0,0,0,1,0,1,1,-,-,0,0,0,-,2002,21.1,11,15.4,0,6.51,6.51,2001,1.61,0,62.1,62.1
2001,0.4,0,0.4,0.24,0.06,0.3,0.7,-,-,0,0,0,-,2001,14.4,7.2,9.73,4.11,3.08,7.19,2000,0.73,54.8,41.1,95.9
2000,0,0,0,0.84,0.06,0.9,0.9,-,-,0,0,0,-,2000,20.3,5.75,12.8,0,7.01,7.01,1999,1.03,0,87.4,87.4
1999,0,0,0,1.3,0.15,1.45,1.45,-,-,0,0,0,-,1999,38,13.5,24,0,6.03,6.03,1998,0.76,0,191,191
1998,0,0,0,0,0,0,0,-,-,-,-,-,-,1998,33.29,22,27.6,0,0,0,1997,0.74,0,0,0
1997,0,0,0,0.55,0.15,0.7,0.7,-,-,0,0,0,-,1997,41.5,17.1,26.5,0,2.65,2.65,1996,0.49,0,143,143
1996,0,0,0,0.55,0.15,0.7,0.7,-,-,0,0,0,-,1996,32,21,25,0,2.8,2.8,1995,0.67,0,104,104
1995,0,0,0,1.35,0.15,1.5,1.5,-,-,0,0,0,-,1995,39.7,18.39,28.6,0,5.24,5.24,1994,1.51,0,99.6,99.6
1994,0,0,0,1.6,0.4,2,2,-,-,0,0,0,-,1994,52,36,41.1,0,4.87,4.87,1993,2,0,100,100
1993,0,0,0,1.6,0.4,2,2,-,-,0,0,0,-,1993,50.5,26.5,42.2,0,4.74,4.74,1992,1.98,0,101,101
1992,0,0,0,1.5,0.5,2,2,-,-,0,0,0,-,1992,52,31,39,0,5.13,5.13,1991,2.17,0,92.1,92.1
1991,0,0,0,0.6,0.4,1,1,-,-,0,0,0,-,-,-,-,-,-,-,-,1990,0.72,0,139,139
1990,0,0,0,1.1,0.4,1.5,1.5,-,-,0,-,0,-,-,-,-,-,-,-,-,1989,-,-,-,-
1989,0,0,0,5.7,0,5.7,5.7,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
平均,0.44,0,0.44,0.88,0.09,0.98,1.41,,,,,,,平均,30.4,17.4,23.2,2.3,3.3,5.7,平均,1.4,30.6,63,93.5
累計,13.1,0,13.1,26.4,2.82,29.2,42.3,,,,,,,累計,,,,,,,累計,39.3,,,
