盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.24,0,0.24,0.26,0,0.26,0.5,1.08,11.2,-,-,-,-,2018,13.8,12.5,13.1,1.87,1.94,3.81,2017,0.91,26.9,28,54.9
2017,0.25,0,0.25,0.5,0,0.5,0.75,1.04,20.9,-,-,-,-,2017,14.3,13.05,13.7,1.83,3.65,5.48,2016,0.86,29.1,58.1,87.2
2016,0.2,0,0.2,0.5,0,0.5,0.7,0.8,19.9,-,-,-,-,2016,15,13.25,14.1,1.42,3.55,4.97,2015,0.83,24.1,60.2,84.3
2015,0.16,0,0.16,0.5,0,0.5,0.66,0.61,19,2.55,0.91,0.03,0,2015,16.4,12.4,14.8,1.08,3.37,4.45,2014,0.74,21.6,67.6,89.2
2014,0.12,0,0.12,0.38,0,0.38,0.5,0.44,13.9,1.86,0.9,0.02,0,2014,16.5,14.45,15.1,0.8,2.52,3.32,2013,0.56,21.4,67.9,89.3
2013,0.13,0,0.13,0.4,0,0.4,0.53,0.46,14,1.9,0.91,0.02,0,2013,15.2,13.7,14.4,0.9,2.78,3.69,2012,0.6,21.7,66.7,88.3
2012,0.1,0,0.1,0.35,0,0.35,0.45,0.34,11.9,1.56,0.9,0.02,0,2012,15.9,12.45,13.9,0.72,2.52,3.24,2011,0.51,19.6,68.6,88.2
2011,0.1,0,0.1,0.5,0,0.5,0.6,0.32,16.2,1.98,0.95,0.02,0,2011,18.2,12.1,15.2,0.66,3.28,3.94,2010,0.65,15.4,76.9,92.3
2010,0.09,0,0.09,0.5,0,0.5,0.59,0.28,15.4,1.85,0.92,0.02,0,2010,19.4,13,16.6,0.54,3.02,3.56,2009,0.66,13.6,75.8,89.4
2009,0.07,0,0.07,0.35,0,0.35,0.42,0.21,10.4,1.27,0.91,0.01,0,2009,15.2,9.4,13.1,0.54,2.68,3.21,2008,0.47,14.9,74.5,89.4
2008,0.13,0,0.13,0.35,0,0.35,0.48,-,-,-,-,-,-,2008,21.7,8.4,14.9,0.87,2.36,3.23,2007,0.55,23.6,63.6,87.3
2007,0.22,0,0.22,1,0,1,1.22,-,-,3.25,0.9,0.03,-,2007,22.75,13.5,17.8,1.24,5.62,6.86,2006,1.39,15.8,71.9,87.8
2006,0.25,0,0.25,0.9,0,0.9,1.15,-,-,2.81,1.33,0.03,-,2006,22.5,12.6,16.9,1.48,5.31,6.79,2005,0.88,28.4,102,131
2005,0.1,0,0.1,0.2,0,0.2,0.3,-,-,0.72,0.48,0.01,-,2005,17.8,10.1,13.7,0.73,1.46,2.19,2004,0.63,15.9,31.7,47.6
2004,0.11,0,0.11,0.3,0,0.3,0.41,-,-,0.95,0.85,0.01,-,2004,18.6,9.7,11.6,0.94,2.58,3.52,2003,0.49,22.4,61.2,83.7
2003,0.17,0,0.17,0,0,0,0.17,-,-,0.4,0.29,0,-,2003,13.9,9.1,11.1,1.53,0,1.53,2002,0.6,28.3,0,28.3
2002,0.11,0,0.11,0.5,0,0.5,0.61,-,-,0,0,0,-,2002,15.5,9.05,11.6,0.95,4.32,5.27,2001,0.83,13.3,60.2,73.5
