盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.2,0,1.2,0,0,0,1.2,16.7,0,-,-,-,-,2018,15.7,13.8,14.6,8.2,0,8.2,2017,1.88,63.8,0,63.8
2017,0,0,0,0.41,0,0.41,0.41,0,54.8,-,-,-,-,2017,15.6,11.35,13.7,0,2.99,2.99,2016,0.62,0,66.1,66.1
2016,0.2,0,0.2,0.31,0,0.31,0.51,2.61,40.4,-,-,-,-,2016,14.4,10.5,12.1,1.66,2.57,4.24,2015,0.72,28,43.3,71.3
2015,0.81,0,0.81,0,0,0,0.81,10.7,0,33.8,2.14,0.23,0,2015,18.8,10.25,15,5.4,0,5.4,2014,1.2,67.5,0,67.5
2014,0.74,0,0.74,0,0,0,0.74,9.79,0,30.9,2.27,0.21,0,2014,18.85,14.85,16.7,4.42,0,4.42,2013,1.03,71.8,0,71.8
2013,0.52,0,0.52,0,0,0,0.52,6.88,0,21.7,1.95,0.14,0,2013,18.75,16,17.2,3.02,0,3.02,2012,0.84,61.9,0,61.9
2012,0,0,0,0.18,0.12,0.3,0.3,0,38.5,7.3,1.29,0.05,0,2012,17.4,13.5,15.5,0,1.93,1.93,2011,0.44,0,68.2,68.2
2011,0.47,0,0.47,0.6,0,0.6,1.07,5.7,72.7,40.9,2.27,0.27,0,2011,21.45,13.85,17.7,2.66,3.39,6.05,2010,1.5,31.3,40,71.3
2010,0.82,0,0.82,0.4,0,0.4,1.22,9.48,46.2,44.5,2.2,0.3,0,2010,22.7,14.85,17.9,4.58,2.23,6.81,2009,1.76,46.6,22.7,69.3
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,22.3,8.35,16.8,0,0,0,2008,-0.44,0,0,0
2008,1,0,1,0.33,0,0.33,1.33,-,-,49.4,2.05,0.33,0,2008,29.5,7.26,18.1,5.52,1.82,7.34,2007,2.05,48.8,16.1,64.9
2007,0.9,0,0.9,0.35,0,0.35,1.25,-,-,44.9,2.08,0.3,-,2007,28.1,16.55,20,4.51,1.75,6.26,2006,1.91,47.1,18.3,65.4
2006,0.63,0,0.63,0,0,0,0.63,-,-,22.6,2.2,0.15,-,2006,18.2,12.8,14.9,4.24,0,4.24,2005,0.9,70.2,0,70.2
2005,0.87,0,0.87,0,0,0,0.87,-,-,31.2,2.28,0.21,-,2005,19.1,12.75,15.7,5.55,0,5.55,2004,1.21,71.9,0,71.9
2004,1,0,1,0,0,0,1,-,-,36,1.89,0.24,-,2004,22.8,11.5,16.3,6.13,0,6.13,2003,1.68,59.5,0,59.5
2003,0.5,0,0.5,0,0,0,0.5,-,-,-,-,-,-,2003,15.5,10.5,13.1,3.81,0,3.81,2002,0.67,74.6,0,74.6
2002,0.4,0,0.4,0.5,0,0.5,0.9,-,-,31.6,2.46,0.21,-,2002,18.8,9.15,13,3.08,3.85,6.93,2001,1.1,36.4,45.5,81.8
2001,0,0,0,0,0,0,0,-,-,-,-,-,-,2001,12.3,6.45,8.65,0,0,0,2000,0.1,0,0,0
2000,0,0,0,1.2,0,1.2,1.2,-,-,0,0,0,-,2000,31.3,5.75,17.3,0,6.94,6.94,1999,1.77,0,67.8,67.8
1999,0,0,0,0.8,0,0.8,0.8,-,-,0,-,0,-,1999,26,12.8,16.8,0,4.77,4.77,1998,-,-,-,-
1998,0,0,0,1.7,0.8,2.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,2.57,0,97.2,97.2
1997,0,0,0,1,0.5,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
1996,0,0,0,0.6,0,0.6,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,-,-,-,-
1995,0,0,0,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,0,0,0,1.2,0,1.2,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1992,0,0,0,0.35,0.35,0.7,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,1991,-,-,-,-
平均,0.39,0,0.39,0.44,0.07,0.51,0.89,,,,,,,平均,20.4,11.6,15.6,3.1,1.6,4.8,平均,1.18,39,24.3,63.2
累計,10.1,0,10.1,11.4,1.77,13.2,23.3,,,,,,,累計,,,,,,,累計,23.5,,,
