盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.4,0,1.4,0,0,0,1.4,2.26,0,-,-,-,-,2018,22.6,19,20.6,6.81,0,6.81,2017,1.59,88.1,0,88.1
2017,1.3,0,1.3,0,0,0,1.3,2.1,0,-,-,-,-,2017,21.8,17.05,18.6,6.98,0,6.98,2016,1.44,90.3,0,90.3
2016,1.25,0,1.25,0,0,0,1.25,2.02,0,-,-,-,-,2016,18.25,15.1,16.5,7.57,0,7.57,2015,1.38,90.6,0,90.6
2015,1.2,0,1.2,0,0,0,1.2,1.94,0,4.57,1.81,0.21,0,2015,22.6,13.5,17.6,6.83,0,6.83,2014,1.56,76.9,0,76.9
2014,0.69,0.31,1,0,0,0,1,1.62,0,2.74,1.74,0.12,0,2014,18.85,14.55,16.9,5.93,0,5.93,2013,0.97,103,0,103
2013,1.15,0,1.15,0,0,0,1.15,1.86,0,3.72,1.8,0.18,0,2013,15.4,13.4,14.3,8.03,0,8.03,2012,1.28,89.8,0,89.8
2012,1.35,0,1.35,0,0,0,1.35,2.18,0,4.37,1.8,0.2,0,2012,16.75,13.2,14.9,9.09,0,9.09,2011,1.5,90,0,90
2011,1.32,0,1.32,0,0,0,1.32,2.13,0,4.27,1.8,0.15,0,2011,17.7,11.45,14.8,8.91,0,8.91,2010,1.47,89.8,0,89.8
2010,1.32,0,1.32,0,0,0,1.32,2.13,0,4.26,1.8,0.18,0,2010,23.45,15.6,18.4,7.19,0,7.19,2009,1.3,102,0,102
2009,1.38,0,1.38,0,0,0,1.38,2.22,0,2.23,0.91,0.1,0,2009,24,8.4,14.9,9.23,0,9.23,2008,1.15,120,0,120
2008,1,0,1,0,0,0,1,-,-,2.41,0.9,0.24,0,2008,21.2,8,13.7,7.26,0,7.26,2007,1.3,76.6,0,76.6
2007,0.44,0,0.44,0.44,0,0.44,0.89,-,-,2.03,0.9,0.1,-,2007,22.9,11.7,16.8,2.64,2.64,5.27,2006,1.2,36.9,36.9,73.9
2006,0.5,0,0.5,0.5,0,0.5,1.01,-,-,1.89,0.9,0.09,-,2006,16.5,11.2,12.8,3.94,3.94,7.88,2005,1.25,40.4,40.4,80.8
2005,0.44,0,0.44,0.35,0,0.35,0.79,-,-,1.66,0.9,0.09,-,2005,19.2,9.7,12.9,3.41,2.73,6.14,2004,1.21,36.4,29.1,65.5
2004,0.18,0,0.18,0.42,0.5,0.92,1.1,-,-,1.21,0.9,0,-,2004,19.2,10,13.5,1.33,6.79,8.12,2003,0.97,18.6,94.8,113
2003,0,0,0,0.92,0.82,1.73,1.73,-,-,1.15,0.9,0,-,2003,23.8,13.3,16.2,0,10.7,10.7,2002,1.09,0,159,159
2002,0,0,0,0.61,1.02,1.64,1.64,-,-,0,0,0,-,2002,26.4,15.5,20.5,0,7.99,7.99,2001,0.78,0,210,210
2001,0,0,0,0.92,1.13,2.05,2.05,-,-,0,0,0,-,2001,48.1,9.5,25.5,0,8.06,8.06,2000,1.33,0,154,154
2000,0,0,0,1.5,1.5,3,3,-,-,-,-,-,-,2000,140,25.5,76.3,0,3.93,3.93,1999,1.8,0,167,167
1999,0,0,0,1.5,1.5,3,3,-,-,0,0,0,-,1999,86.5,45,61.6,0,4.87,4.87,1998,1.96,0,153,153
1998,0,0,0,2,1,3,3,-,-,0,0,0,-,1998,117,40,65.9,0,4.55,4.55,1997,2.31,0,130,130
1997,0,0,0,2.2,1.8,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,2.52,0,159,159
1996,0,0,0,2.1,0.9,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,2.27,0,132,132
1995,1.44,0,1.44,0,0,0,1.44,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,0.5,0,0.5,0,0,0,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.65,0.01,0.66,0.52,0.39,0.91,1.57,,,,,,,平均,35.3,16.2,24,4.5,2.7,7.2,平均,1.46,49.9,63.7,114
累計,16.9,0.31,17.2,13.5,10.2,23.6,40.8,,,,,,,累計,,,,,,,累計,33.6,,,
