盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2.4,0,2.4,0,0,0,2.4,1.76,0,-,-,-,-,2018,94.3,66.5,78.7,3.05,0,3.05,2017,7.36,32.6,0,32.6
2017,2.3,0,2.3,0,0,0,2.3,1.69,0,-,-,-,-,2017,130,90.5,108,2.13,0,2.13,2016,7.21,31.9,0,31.9
2016,1.4,0,1.4,0.6,0,0.6,2,0.97,4.15,-,-,-,-,2016,158,70.1,116,1.21,0.52,1.73,2015,6.31,22.2,9.5,31.7
2015,1.4,0,1.4,0,0,0,1.4,0.97,0,2.88,0.9,0.03,0,2015,94,52,71.9,1.95,0,1.95,2014,4.62,30.3,0,30.3
2014,1.6,0,1.6,0,0,0,1.6,1.11,0,2.68,0.9,0.03,0,2014,96.5,48.55,71.9,2.22,0,2.22,2013,4.3,37.2,0,37.2
2013,1.6,0,1.6,0,0,0,1.6,1.11,0,2.76,0.9,0.02,0,2013,99.4,37.1,47.6,3.36,0,3.36,2012,4.44,36,0,36
2012,1.7,0,1.7,0,0,0,1.7,1.18,0,2.77,0.9,0.07,0,2012,55.4,37.6,46.1,3.69,0,3.69,2011,4.44,38.3,0,38.3
2011,1.5,0,1.5,0.5,0,0.5,2,0.99,3.3,2.78,0.9,0.08,0,2011,71.6,34.7,51.7,2.9,0.97,3.87,2010,4.68,32.1,10.7,42.7
2010,1.55,0,1.55,0,0,0,1.55,1.02,0,2.02,0.9,0.04,0,2010,68.3,37.4,51.8,2.99,0,2.99,2009,3.4,45.6,0,45.6
2009,0.5,0,0.5,0.3,0,0.3,0.8,0.32,1.92,0.99,0.9,0.05,0,2009,63.1,11.4,23,2.18,1.31,3.49,2008,1.72,29.1,17.4,46.5
2008,0.5,0,0.5,0.5,0,0.5,1,-,-,0.99,0.9,0.05,0,2008,22.6,10.6,17.5,2.86,2.86,5.71,2007,1.81,27.6,27.6,55.2
2007,0.5,0,0.5,0.5,0,0.5,1,-,-,1.14,0.9,0.06,-,2007,27.2,19.9,23.9,2.09,2.09,4.18,2006,2.38,21,21,42
2006,1,0,1,0.5,0,0.5,1.5,-,-,1.39,0.9,0.07,-,2006,30.2,20.1,23.4,4.27,2.14,6.41,2005,2.8,35.7,17.9,53.6
2005,0.5,0,0.5,1,0,1,1.5,-,-,1.36,0.78,0.07,-,2005,36.5,21.5,26.2,1.91,3.81,5.72,2004,3.45,14.5,29,43.5
2004,0.5,0,0.5,1,0,1,1.5,-,-,1.37,0.9,0.07,-,2004,38.9,24.5,30.1,1.66,3.32,4.98,2003,3.33,15,30,45
2003,0.5,0,0.5,1,0,1,1.5,-,-,0,0,0,-,2003,40.7,28.5,34.2,1.46,2.92,4.38,2002,3,16.7,33.3,50
2002,1,0,1,0,0,0,1,-,-,0,0,0,-,2002,35.2,11.1,22.2,4.51,0,4.51,2001,1.36,73.5,0,73.5
2001,1.2,0,1.2,0,0,0,1.2,-,-,0,0,0,-,2001,15.8,10,12.7,9.46,0,9.46,2000,1.62,74.1,0,74.1
2000,1.5,0,1.5,0,0,0,1.5,-,-,0,0,0,-,2000,30.6,10.6,19.3,7.77,0,7.77,1999,1.86,80.6,0,80.6
1999,1,0,1,1,0,1,2,-,-,0,0,0,-,1999,38.29,19.5,25,3.99,3.99,7.99,1998,2.11,47.3,47.3,94.7
1998,1,0,1,2,0,2,3,-,-,0,0,0,-,-,-,-,-,-,-,-,1997,3.38,29.6,59.3,88.9
1997,1,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
1996,1,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,-,-,-,-
1995,0,0,0,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,0,0,0,1.2,0,1.2,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,3.5,0,3.5,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
1990,0,0,0,0,3.2,3.2,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1989,-,-,-,-
1984,0,0,0,0,12.2,12.2,12.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1983,-,-,-,-
平均,0.97,0,0.97,0.52,0.55,1.07,2.04,,,,,,,平均,62.3,33.1,45.1,3.3,1.2,4.5,平均,3.6,36.7,14.4,51.1
累計,27.2,0,27.2,14.6,15.4,30,57.1,,,,,,,累計,,,,,,,累計,75.6,,,
