盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,3.5,0,3.5,0,0,0,3.5,20.4,0,-,-,-,-,2018,66.5,53.7,58.3,6,0,6,2017,4.69,74.6,0,74.6
2017,3,0,3,0,0,0,3,17.4,0,-,-,-,-,2017,58,44.65,51.4,5.84,0,5.84,2016,3.12,96.2,0,96.2
2016,2.5,0,2.5,0,0,0,2.5,14.5,0,-,-,-,-,2016,48,36.35,41.9,5.97,0,5.97,2015,3.45,72.5,0,72.5
2015,2.5,0,2.5,0,0,0,2.5,14.5,0,25,1.5,0.31,0,2015,42,33.4,38.5,6.5,0,6.5,2014,2.87,87.1,0,87.1
2014,3,0,3,0,0,0,3,17.4,0,23.4,1.62,0.26,0,2014,54.6,36.45,44.3,6.77,0,6.77,2013,2.49,120,0,120
2013,2.5,0,2.5,0,0,0,2.5,14.5,0,28,1.73,0.31,0,2013,57.9,50,52.9,4.73,0,4.73,2012,2.78,89.9,0,89.9
2012,3,0,3,0,0,0,3,17.4,0,48.1,1.8,0.96,0,2012,52.5,46,49.4,6.07,0,6.07,2011,4.59,65.4,0,65.4
2011,2.75,0,2.75,0,0,0,2.75,16,0,42.5,1.8,0.85,0,2011,59.8,45.4,52.2,5.27,0,5.27,2010,4.06,67.7,0,67.7
2010,2,0,2,0,0,0,2,11.6,0,39.6,2.6,0.79,0,2010,61.3,41.05,50.9,3.93,0,3.93,2009,2.63,76,0,76
2009,2,0,2,0,0,0,2,11.6,0,23.5,1.19,0.47,0,2009,61.5,30.15,46.8,4.27,0,4.27,2008,3.39,59,0,59
2008,3,0,3,0.3,0,0.3,3.3,-,-,70,2.7,0.24,0,2008,106,20.3,59.8,5.02,0.5,5.52,2007,4.58,65.5,6.6,72.1
2007,3.25,0,3.25,0,0,0,3.25,-,-,81,2.67,0.28,-,2007,58.9,38.2,44.8,7.26,0,7.26,2006,5.35,60.7,0,60.7
2006,2.75,0,2.75,0,0,0,2.75,-,-,59,2.68,0.2,-,2006,40.2,22.2,30.9,8.91,0,8.91,2005,3.88,70.9,0,70.9
2005,2.5,0,2.5,1,0,1,3.5,-,-,100,2.69,0.33,-,2005,44.5,21.8,31,8.05,3.22,11.3,2004,7.2,34.7,13.9,48.6
2004,1.6,0,1.6,0,0,0,1.6,-,-,32,2.57,0.12,-,2004,49.6,25,34,4.71,0,4.71,2003,2.41,66.4,0,66.4
2003,1,0,1,0.2,0,0.2,1.2,-,-,21.4,2.34,0.08,-,2003,30.6,14.3,22.4,4.47,0.89,5.37,2002,1.81,55.2,11,66.3
2002,0.3,0,0.3,0,0,0,0.3,-,-,0,0,0,-,2002,24.2,6.8,14.4,2.09,0,2.09,2001,0.34,88.2,0,88.2
2001,0.5,0,0.5,0,0,0,0.5,-,-,0,0,0,-,2001,9.8,4.8,7.03,7.11,0,7.11,2000,0.59,84.7,0,84.7
2000,0.5,0,0.5,0,0,0,0.5,-,-,0,0,0,-,2000,18.9,8.25,11.8,4.25,0,4.25,1999,0.67,74.6,0,74.6
1999,0,0,0,0,0,0,0,-,-,0,0,0,-,1999,20.5,8.9,13.1,0,0,0,1998,-0.78,0,0,0
1998,0,0,0,1,0,1,1,-,-,0,0,0,-,1998,27.6,10.1,19.8,0,5.06,5.06,1997,0.3,0,333,333
1997,0,0,0,0.65,0.35,1,1,-,-,0,0,0,-,1997,46.8,20.5,32.3,0,3.1,3.1,1996,0.5,0,200,200
1996,0.2,0,0.2,0.5,1,1.5,1.7,-,-,0,0,0,-,1996,35.29,25.5,30.2,0.66,4.97,5.63,1995,2.21,9,67.9,76.9
1995,0.5,0,0.5,0.5,1,1.5,2,-,-,0,0,0,-,1995,54,27,37.4,1.34,4.02,5.35,1994,1.24,40.3,121,161
1994,0.5,0,0.5,1.8,0,1.8,2.3,-,-,0,0,0,-,1994,69,38.5,50.4,0.99,3.57,4.56,1993,3.02,16.5,59.5,76
1993,1,0,1,1.2,0,1.2,2.2,-,-,0,0,0,-,1993,71,50,57.4,1.74,2.09,3.83,1992,2.83,35.3,42.4,77.7
1992,0,0,0,2,0,2,2,-,-,0,0,0,-,1992,77,46,57,0,3.51,3.51,1991,2.65,0,75.3,75.3
1991,0,0,0,0.8,0,0.8,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1990,1.16,0,69.1,69.1
1990,0,0,0,25,0,25,25,-,-,0,-,0,-,-,-,-,-,-,-,-,1989,-,-,-,-
1988,0,0,0,14,0,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,1987,-,-,-,-
平均,1.48,0,1.48,1.63,0.08,1.71,3.19,,,,,,,平均,49.9,29.8,38.5,4.1,1.1,5.3,平均,2.64,54,35.7,89.7
累計,44.4,0,44.4,48.9,2.35,51.3,95.6,,,,,,,累計,,,,,,,累計,74,,,
