盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.1,0,1.1,0,0,0,1.1,3.98,0,-,-,-,-,2018,21.4,19.9,20.7,5.32,0,5.32,2017,2.35,46.8,0,46.8
2017,0.9,0,0.9,0,0,0,0.9,3.26,0,-,-,-,-,2017,20.6,18.45,19.5,4.62,0,4.62,2016,1.35,66.7,0,66.7
2016,1.2,0,1.2,0,0,0,1.2,4.35,0,-,-,-,-,2016,21.7,18.25,19.8,6.06,0,6.06,2015,3.01,39.9,0,39.9
2015,0.9,0,0.9,0,0,0,0.9,3.27,0,14.7,2.23,0.15,0,2015,24.55,19.15,22.3,4.03,0,4.03,2014,1.81,49.7,0,49.7
2014,1.1,0,1.1,0,0,0,1.1,4,0,20.5,2.5,0.21,0,2014,24.85,21.6,23.2,4.75,0,4.75,2013,2.26,48.7,0,48.7
2013,1.1,0,1.1,0,0,0,1.1,4,0,18,2.44,0.18,0,2013,25.5,20.95,22.4,4.91,0,4.91,2012,2.03,54.2,0,54.2
2012,1.16,0,1.16,0,0,0,1.16,4.22,0,12.3,1.75,0.12,0,2012,23.95,19.15,20.8,5.57,0,5.57,2011,1.93,60.1,0,60.1
2011,2,0,2,0,0,0,2,7.28,0,37.5,3.99,0.38,0,2011,30.2,19.5,24.4,8.21,0,8.21,2010,2.72,73.5,0,73.5
2010,1,0,1,1.6,0,1.6,2.6,2.93,47,31,3.83,0.32,0,2010,29.45,21.45,26.1,3.83,6.12,9.95,2009,2.76,36.2,58,94.2
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,30,11.85,20.8,0,0,0,2008,0.44,0,0,0
2008,2.68,0,2.68,0,0,0,2.68,-,-,13.9,1.41,0.21,0,2008,33.05,12.3,23.6,11.4,0,11.4,2007,3.16,84.8,0,84.8
2007,1.95,0,1.95,0,0,0,1.95,-,-,-,-,-,-,2007,32.75,19.8,24.8,7.85,0,7.85,2006,2.24,87.1,0,87.1
2006,1.35,0,1.35,0,0,0,1.35,-,-,5.03,0.97,0.08,-,2006,21.2,14.7,17.4,7.75,0,7.75,2005,1.66,81.3,0,81.3
2005,1,0,1,0.4,0,0.4,1.4,-,-,5.08,0.98,0,-,2005,19.2,13.5,15.8,6.32,2.53,8.85,2004,1.78,56.2,22.5,78.7
2004,0.5,0,0.5,0.85,0,0.85,1.35,-,-,3.12,0.88,0,-,2004,24.4,12.75,18.4,2.72,4.62,7.34,2003,1.37,36.5,62,98.5
2003,0.5,0,0.5,0.6,0,0.6,1.1,-,-,1.55,0.62,0.02,-,2003,14.15,10.85,11.9,4.21,5.06,9.27,2002,1,50,60,110
2002,0.81,0,0.81,0,1.02,1.02,1.83,-,-,0,0,0,-,2002,15.5,9.9,12.1,6.69,8.36,15,2001,0.96,84.6,106,190
2001,0,0,0,0.69,1.19,1.88,1.88,-,-,-,-,-,-,2001,16.9,10.9,13.5,0,13.9,13.9,2000,1.16,0,162,162
2000,0,0,0,1.45,1.75,3.2,3.2,-,-,0,0,0,-,2000,33.5,10.5,24.8,0,12.9,12.9,1999,1.02,0,314,314
1999,0.83,0,0.83,1.27,0.9,2.17,3,-,-,-,-,-,-,1999,45.7,21.1,33.7,2.47,6.44,8.91,1998,1.7,49,128,177
1998,0.6,0,0.6,0,0.53,0.53,1.13,-,-,0,0,0,-,1998,60,37.9,44.8,1.34,1.17,2.51,1997,1.84,32.6,28.6,61.2
1997,0.6,0,0.6,0,0,0,0.6,-,-,0,0,0,-,1997,54,38,44.8,1.34,0,1.34,1996,2.23,26.9,0,26.9
1996,0.6,0,0.6,1.25,0.62,1.87,2.47,-,-,0,0,0,-,-,-,-,-,-,-,-,1995,2.28,26.3,82.1,108
1995,1.4,0,1.4,1.67,0,1.67,3.07,-,-,0,-,0,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,2.1,0,2.1,0,0,0,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0.6,0,0.6,0,0,0,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,1,0,1,0.38,0.23,0.61,1.61,,,,,,,平均,28.3,18.3,23,4.5,2.8,7.3,平均,1.87,47.4,44.4,91.9
累計,26,0,26,9.77,6.01,15.8,41.8,,,,,,,累計,,,,,,,累計,43.1,,,
