盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.5,0,1.5,0,0,0,1.5,7.36,0,-,-,-,-,2018,19.25,17.25,18.6,8.05,0,8.05,2017,1.32,113,0,113
2017,1.51,0,1.51,0,0.38,0.38,1.88,7.12,17.8,-,-,-,-,2017,21,16.85,18.9,7.95,1.99,9.94,2016,1.96,76.8,19.2,96
2016,1.18,0,1.18,0,0,0,1.18,5.16,0,-,-,-,-,2016,18.15,13.8,16.4,7.2,0,7.2,2015,1.48,79.7,0,79.7
2015,0.6,0,0.6,0,0,0,0.6,2.58,0,5.04,2.7,0.05,0,2015,16.2,11.3,13.5,4.44,0,4.44,2014,0.43,140,0,140
2014,0.6,0,0.6,0,0,0,0.6,2.58,0,8.01,2.7,0.08,0,2014,15.75,11.35,14,4.27,0,4.27,2013,0.69,87,0,87
2013,0.3,0,0.3,0,0,0,0.3,1.29,0,4.12,1.01,0.04,0,2013,16.7,13.65,14.8,2.03,0,2.03,2012,0.95,31.6,0,31.6
2012,0.8,0,0.8,1,0,1,1.8,3.13,39.1,22.5,2.65,0.22,0,2012,23,15.8,19.5,4.11,5.14,9.24,2011,2.17,36.9,46.1,82.9
2011,0.5,0,0.5,0.7,0,0.7,1.2,1.83,25.6,14,2.6,0.14,0,2011,24.8,15.65,18.7,2.67,3.74,6.41,2010,1.55,32.3,45.2,77.4
2010,0,0,0,1,0,1,1,0,30.9,9.87,3,0.1,0,2010,19.8,12.6,15.5,0,6.43,6.43,2009,1.07,0,93.5,93.5
2009,0.25,0,0.25,0.25,0,0.25,0.5,0.75,7.54,4.82,1.5,0.05,0,2009,14.7,9.68,11.7,2.13,2.13,4.26,2008,1.1,22.7,22.7,45.5
2008,0,0,0,0.64,0,0.64,0.64,-,-,5.61,2.7,0,0.56,2008,21.7,8.92,13,0,4.94,4.94,2007,0.83,0,77.1,77.1
2007,0.35,0,0.35,0.4,0,0.4,0.75,-,-,5.77,2.84,0.03,-,2007,18.45,11.5,13.4,2.62,3,5.62,2006,0.84,41.7,47.6,89.3
