盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.9,0,1.9,0,0,0,1.9,32,0,-,-,-,-,2018,36.2,30.05,32.8,5.8,0,5.8,2017,2.54,74.8,0,74.8
2017,1.5,0,1.5,0,0,0,1.5,25.3,0,-,-,-,-,2017,33.6,29.25,30.9,4.86,0,4.86,2016,2.07,72.5,0,72.5
2016,1.2,0,1.2,0,0,0,1.2,20.2,0,-,-,-,-,2016,32.65,27,29.9,4.01,0,4.01,2015,1.68,71.4,0,71.4
2015,1.4,0,1.4,0,0,0,1.4,23.6,0,4.04,0.11,0.08,0,2015,38,26,31.9,4.39,0,4.39,2014,2.09,67,0,67
2014,1,0,1,0,0,0,1,16.8,0,1.16,0.05,0.02,0,2014,36,27.75,31.6,3.16,0,3.16,2013,1.27,78.7,0,78.7
2013,1,0,1,0,0,0,1,16.8,0,2.9,0.12,0.06,0,2013,38.9,26.5,30,3.33,0,3.33,2012,1.43,69.9,0,69.9
2012,1.2,0,1.2,0,0,0,1.2,20.2,0,1.39,0.07,0.03,0,2012,30.15,25,27.5,4.36,0,4.36,2011,1.24,96.8,0,96.8
2011,2,0,2,0,0,0,2,33.7,0,11.1,0.27,0.22,0,2011,35.15,25.45,29.2,6.84,0,6.84,2010,2.43,82.3,0,82.3
2010,0.8,0,0.8,0,0,0,0.8,13.5,0,0,0,0,0,2010,29.35,21.45,25.2,3.18,0,3.18,2009,0.05,1600,0,1600
2009,1.5,0,1.5,0,0,0,1.5,25.3,0,8.43,0.28,0.17,0,2009,26,15.2,21,7.13,0,7.13,2008,1.79,83.8,0,83.8
2008,3.2,0,3.2,0,0,0,3.2,-,-,16.2,0.22,0.32,0,2008,36.15,15.65,26.5,12.1,0,12.1,2007,4.38,73.1,0,73.1
2007,1.4,0,1.4,0,0,0,1.4,-,-,3.57,0.1,0.07,-,2007,42.9,23,32.3,4.34,0,4.34,2006,2.02,69.3,0,69.3
2006,1,0,1,0.2,0,0.2,1.2,-,-,0,0,0,-,2006,25.5,15.35,17.8,5.6,1.12,6.72,2005,1.55,64.5,12.9,77.4
2005,0.8,0,0.8,0.2,0,0.2,1,-,-,0.27,0.01,0.01,-,2005,17.25,13.7,15.6,5.13,1.28,6.41,2004,1.3,61.5,15.4,76.9
2004,0.6,0,0.6,0.2,0,0.2,0.8,-,-,0,0,0,-,2004,17.7,12.9,14.9,4.03,1.34,5.37,2003,1,60,20,80
2003,0.7,0,0.7,0.3,0,0.3,1,-,-,0.16,0.01,0,-,2003,17.5,11.95,14.2,4.95,2.12,7.07,2002,1.14,61.4,26.3,87.7
2002,0.4,0,0.4,0.4,0,0.4,0.8,-,-,0,0,0,-,2002,16,10.25,13.8,2.9,2.9,5.79,2001,0.69,58,58,116
2001,0.6,0,0.6,0.6,0,0.6,1.2,-,-,0,0,0,-,2001,17.6,8.3,11.8,5.08,5.08,10.2,2000,1.64,36.6,36.6,73.2
2000,0.6,0,0.6,0.5,0,0.5,1.1,-,-,0,0,0,-,2000,31,12.35,21.6,2.78,2.31,5.09,1999,1.28,46.9,39.1,85.9
1999,0.4,0,0.4,0.4,0,0.4,0.8,-,-,0,0,0,-,1999,25.9,14.1,20,2,2,3.99,1998,1.07,37.4,37.4,74.8
1998,0.4,0,0.4,0.69,0.01,0.7,1.1,-,-,0,0,0,-,1998,32.5,15.2,22.1,1.81,3.17,4.98,1997,1.28,31.2,54.7,85.9
1997,0.4,0,0.4,0.68,0.02,0.7,1.1,-,-,0,0,0,-,1997,40.6,21.5,30.9,1.3,2.27,3.56,1996,1.21,33.1,57.9,90.9
1996,0.5,0,0.5,0.55,0.05,0.6,1.1,-,-,0,0,0,-,1996,35,19.89,26.1,1.91,2.29,4.21,1995,1.12,44.6,53.6,98.2
1995,0.4,0,0.4,1,0,1,1.4,-,-,0,0,0,-,1995,36.5,17.89,25,1.6,4.01,5.61,1994,1.58,25.3,63.2,88.5
1994,0.7,0,0.7,0.9,0,0.9,1.6,-,-,0,0,0,-,1994,42.7,29,35.2,1.99,2.56,4.55,1993,1.69,41.4,53.3,94.7
1993,1,0,1,0.5,0,0.5,1.5,-,-,0,0,0,-,1993,39.2,22.2,27,3.7,1.85,5.55,1992,1.51,66.2,33.1,99.4
1992,1.2,0,1.2,1.1,0,1.1,2.3,-,-,0,0,0,-,1992,43.2,24,34,3.53,3.24,6.77,1991,2.59,46.3,42.5,88.8
1991,1,0,1,1.1,0,1.1,2.1,-,-,0,0,0,-,1991,54.5,27,41.7,2.4,2.64,5.03,1990,1.92,52,57.2,109
1990,1,0,1,1.6,0,1.6,2.6,-,-,0,0,0,-,-,-,-,-,-,-,-,1989,3.08,32.4,51.9,84.4
1989,1,0,1,1.6,0,1.6,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
1988,1,0,1,2,0,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1987,-,-,-,-
1987,0.8,0,0.8,1.4,0,1.4,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1986,-,-,-,-
