盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,4.8,0,4.8,0,0,0,4.8,15.3,0,-,-,-,-,2018,115.5,68.2,91,5.28,0,5.28,2017,8.74,54.9,0,54.9
2017,4.7,0,4.7,0,0,0,4.7,15,0,-,-,-,-,2017,167.5,89.1,125,3.76,0,3.76,2016,8.7,54,0,54
2016,4.29,0,4.29,0,0,0,4.29,13.7,0,-,-,-,-,2016,92.1,49.8,71.7,5.99,0,5.99,2015,7.55,56.8,0,56.8
2015,2.5,0,2.5,0,0,0,2.5,7.9,0,17,1.1,0.42,0,2015,77.4,39.25,58.3,4.28,0,4.28,2014,4.91,50.8,0,50.8
2014,1.8,0,1.8,0,0,0,1.8,5.63,0,12.1,1.45,0.3,0,2014,42.1,25,31.8,5.65,0,5.65,2013,2.69,66.8,0,66.8
2013,1.79,0,1.79,0,0,0,1.79,5.58,0,12,1.07,0.3,0,2013,30.8,23.85,27.2,6.59,0,6.59,2012,3.73,48.1,0,48.1
2012,1.8,0,1.8,0,0,0,1.8,5.39,0,11.6,1.36,0.29,0,2012,31.7,18.5,27.1,6.65,0,6.65,2011,2.87,62.6,0,62.6
2011,1.73,0,1.73,0.25,0,0.25,1.98,5,289,12.3,1.01,0.31,0,2011,34.2,17.05,26.5,6.52,0.93,7.45,2010,4.3,40.2,5.7,45.9
2010,0.7,0,0.7,0.5,0,0.5,1.19,1.89,13.5,6.95,0.94,0.17,0,2010,37.85,20.9,28.7,2.43,1.74,4.17,2009,2.8,24.9,17.8,42.7
2009,0.19,0,0.19,0.14,0,0.14,0.33,0.51,3.57,1.84,1.46,0.04,0,2009,26.8,4.81,16.7,1.16,0.81,1.97,2008,0.49,39.6,27.7,67.3
2008,0.2,0,0.2,0.81,0,0.81,1.01,-,-,5.15,1.44,0,1.29,2008,16.3,4.36,10.6,1.91,7.64,9.55,2007,1.52,13.3,53.1,66.4
2007,0.39,0,0.39,0.59,0,0.59,0.98,-,-,4.65,1.3,0,-,2007,19.8,10,16.2,2.42,3.64,6.06,2006,1.78,22,33.1,55.1
2006,0,0,0,0.52,0,0.52,0.52,-,-,2.17,2.33,0,-,2006,20.6,11.2,15.8,0,3.28,3.28,2005,0.53,0,97.5,97.5
2005,0,0,0,0.5,0,0.5,0.5,-,-,1.8,0.79,0.04,-,2005,14.4,6.6,8.58,0,5.83,5.83,2004,1.36,0,36.8,36.8
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,14.2,8.15,10.4,0,0,0,2003,-1.04,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,10.75,5.35,7.74,0,0,0,2002,-0.7,0,0,0
2002,0,0,0,0,0,0,0,-,-,-,-,-,-,2002,21,6.9,12.7,0,0,0,2001,-0.45,0,0,0
2001,0,0,0,1.17,0.33,1.5,1.5,-,-,0,0,0,-,2001,35.5,6.4,17.8,0,8.41,8.41,2000,1.42,0,106,106
2000,0,0,0,0.58,0.92,1.5,1.5,-,-,0,0,0,-,2000,67.5,16.7,42.4,0,3.54,3.54,1999,0.8,0,188,188
1999,0,0,0,0.88,0.32,1.2,1.2,-,-,0,0,0,-,1999,35,16.5,23.9,0,5.02,5.02,1998,1.01,0,119,119
1998,0,0,0,1,0.5,1.5,1.5,-,-,-,-,-,-,1998,50,19.8,31.9,0,4.7,4.7,1997,1.38,0,109,109
1997,0,0,0,1.5,0,1.5,1.5,-,-,-,-,-,-,1997,75,31.1,49.8,0,3.01,3.01,1996,1.98,0,75.7,75.7
1996,0.22,0,0.22,0.78,0,0.78,1,-,-,0,0,0,-,1996,33.29,25.6,29.3,0.75,2.66,3.41,1995,2.67,8.2,29.2,37.4
1995,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,0.62,0,0,0
1994,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.97,0,0.97,0.35,0.08,0.43,1.4,,,,,,,平均,46.5,22.8,34,2.3,2.2,4.5,平均,2.49,22.6,37.4,60
累計,25.1,0,25.1,9.2,2.07,11.3,36.4,,,,,,,累計,,,,,,,累計,59.7,,,
