盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.71,0,0.71,0,0,0,0.71,85.6,0,-,-,-,-,2018,18.65,13.75,16.1,4.43,0,4.43,2017,0.79,90.1,0,90.1
2017,0.5,0,0.5,0,0,0,0.5,61.1,0,-,-,-,-,2017,16.8,11.3,13.7,3.66,0,3.66,2016,0.68,73.5,0,73.5
2016,0.57,0,0.57,0,0,0,0.57,69.1,0,-,-,-,-,2016,13.55,10.8,12,4.7,0,4.7,2015,1.08,52.3,0,52.3
2015,0.55,0,0.55,0,0,0,0.55,69.4,0,10.8,0.09,14.6,"1,459",2015,16.1,9.92,13.1,4.18,0,4.18,2014,0.97,56.7,0,56.7
2014,0.01,0.49,0.5,0,0,0,0.5,62.5,0,11.7,0.09,11.6,0,2014,16.7,11.9,13.4,3.72,0,3.72,2013,1.01,49.5,0,49.5
2013,0.41,0,0.41,0,0,0,0.41,50.6,0,6.95,0.09,10.4,0,2013,15.4,10.9,12.3,3.3,0,3.3,2012,0.62,65.5,0,65.5
2012,0.5,0,0.5,0,0,0,0.5,63.2,0,9.3,0.09,16.2,0,2012,15.75,10,12.9,3.88,0,3.88,2011,0.84,59.5,0,59.5
2011,1.11,0,1.11,0,0,0,1.11,140,0,21.4,0.09,24.8,0,2011,18.3,10.15,13.8,8.07,0,8.07,2010,1.91,58.2,0,58.2
2010,0.5,0,0.5,0,0,0,0.5,62.3,0,9.58,0.25,9.65,0,2010,19.1,12.75,15.2,3.29,0,3.29,2009,0.31,161,0,161
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,17.2,6.96,12.8,0,0,0,2008,-1.7,0,0,0
2008,0.75,0,0.75,0.08,0.37,0.45,1.2,-,-,11.9,0.07,2.87,115,2008,20.3,6.6,14.4,5.22,3.13,8.34,2007,1.09,68.8,41.3,110
2007,0.7,0,0.7,0,0,0,0.7,-,-,15.5,0.05,23.2,-,2007,24.7,17,19.6,3.58,0,3.58,2006,1.81,38.7,0,38.7
2006,0.41,0,0.41,0.05,0.05,0.1,0.51,-,-,6.32,0.09,3.06,-,2006,22.9,17.35,19.2,2.13,0.53,2.67,2005,0.38,108,26.9,135
2005,0.1,0,0.1,1.03,0,1.03,1.13,-,-,27,0.08,0,-,2005,25.25,16.35,20.3,0.51,5.07,5.58,2004,1.89,5.4,54.5,59.9
2004,0,0,0,0.76,0.04,0.8,0.8,-,-,12.6,0.09,0,-,2004,35.2,19.3,25.3,0,3.16,3.16,2003,0.92,0,87,87
2003,0,0,0,0.4,0,0.4,0.4,-,-,5.65,0.08,0,-,2003,32.8,18.8,24.8,0,1.62,1.62,2002,0.48,0,83.5,83.5
2002,0,0,0,1.5,0,1.5,1.5,-,-,0,0,0,-,2002,58,19.7,37.7,0,3.98,3.98,2001,-0.24,0,-625,-625
2001,0,0,0,1.5,0,1.5,1.5,-,-,0,0,0,-,2001,61.5,23.4,44.9,0,3.34,3.34,2000,4.57,0,32.8,32.8
2000,0,0,0,1,1,2,2,-,-,0,0,0,-,2000,130.5,42.3,85.5,0,2.34,2.34,1999,1.6,0,125,125
1999,0,0,0,0.5,1,1.5,1.5,-,-,0,0,0,-,1999,114,38.2,67.4,0,2.22,2.22,1998,0.81,0,185,185
