盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.8,0,0.8,0,0,0,0.8,2.26,0,-,-,-,-,2018,23.55,14.45,18,4.45,0,4.45,2017,0.77,104,0,104
2017,0.9,0,0.9,0,0,0,0.9,2.54,0,-,-,-,-,2017,27.4,16.25,19.8,4.54,0,4.54,2016,1.39,64.8,0,64.8
2016,1.5,0,1.5,0,0,0,1.5,4.24,0,-,-,-,-,2016,23.35,14,17.7,8.48,0,8.48,2015,1.71,87.7,0,87.7
2015,0,0,0,0,0,0,0,0,0,0,0,0.52,0,2015,26.5,13.05,17.9,0,0,0,2014,0.33,0,0,0
2014,2.1,0,2.1,0,0,0,2.1,9.92,0,9.39,1.94,0.75,0,2014,22.8,14.45,19.1,11,0,11,2013,1.08,194,0,194
2013,2.2,0,2.2,0,0,0,2.2,9.88,0,16.4,1.21,1.31,0,2013,28.6,18.05,24.5,8.97,0,8.97,2012,3.02,72.8,0,72.8
2012,1.8,0,1.8,0,0,0,1.8,8.05,0,12.6,1.15,1.01,0,2012,31.65,25.1,27.8,6.48,0,6.48,2011,2.45,73.5,0,73.5
2011,3,0,3,0,0,0,3,13.4,0,28.7,1.21,2.3,0,2011,51.3,23.85,36.6,8.2,0,8.2,2010,5.39,55.7,0,55.7
2010,3.6,0,3.6,0,0,0,3.6,15.7,0,29.1,1.35,2.32,0,2010,67.1,45.3,52.1,6.92,0,6.92,2009,5,72,0,72
2009,1.5,0,1.5,0.3,0,0.3,1.8,6.19,12.4,18.3,1.35,0.73,2.05,2009,65.2,20.9,44.3,3.39,0.68,4.06,2008,3.26,46,9.2,55.2
2008,3.28,0,3.28,0.51,0,0.51,3.8,-,-,52.3,2.54,0.89,12,2008,55.1,16.65,34.7,9.46,1.48,10.9,2007,5.37,61.2,9.6,70.7
2007,1.76,0,1.76,0.1,0.29,0.39,2.15,-,-,24.5,2.73,0.2,-,2007,71,24.35,49.1,3.58,0.8,4.38,2006,2.5,70.3,15.6,86
2006,1.51,0,1.51,0.3,0,0.3,1.81,-,-,24.4,3.24,0.27,-,2006,36.15,19.4,26,5.81,1.16,6.98,2005,2.42,62.3,12.5,74.8
2005,0,0,0,0,0.6,0.6,0.6,-,-,0,0,0,-,2005,33.25,13.65,20,0,3,3,2004,0.3,0,200,200
2004,1.04,0,1.04,0.31,0,0.31,1.35,-,-,14.2,2.7,0,-,2004,34.9,15.8,23.8,4.38,1.31,5.7,2003,1.79,58.2,17.5,75.6
2003,0.9,0,0.9,0,0.2,0.2,1.1,-,-,6.23,2.7,0.06,-,2003,38.4,22.8,31.3,2.88,0.64,3.52,2002,1.1,81.8,18.2,100
2002,0.6,0,0.6,0.6,0,0.6,1.2,-,-,0,0,0,-,2002,42.5,23.1,29.5,2.04,2.04,4.07,2001,1.7,35.3,35.3,70.6
2001,0.5,0,0.5,0.3,0.3,0.6,1.1,-,-,0,0,0,-,2001,32.5,10.8,21.9,2.28,2.74,5.02,2000,1.26,39.7,47.6,87.3
2000,0.2,0,0.2,0,0.8,0.8,1,-,-,0,0,0,-,2000,35.1,10.15,22.3,0.9,3.59,4.48,1999,0.38,52.6,210,263
1999,0.5,0,0.5,0,0.5,0.5,1,-,-,0,0,0,-,1999,23.6,12.95,18,2.77,2.77,5.54,1998,0.36,139,139,278
1998,0,0,0,0.8,1,1.8,1.8,-,-,0,0,0,-,-,-,-,-,-,-,-,1997,1.22,0,148,148
1997,0.5,0,0.5,0,1,1,1.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1996,1.16,43.1,86.2,129
1996,0.5,0,0.5,0.5,1,1.5,2,-,-,0,0,0,-,-,-,-,-,-,-,-,1995,1.43,35,105,140
1995,0.6,0,0.6,1.2,0,1.2,1.8,-,-,0,0,0,-,-,-,-,-,-,-,-,1994,1.95,30.7,61.4,92.2
1994,0,0,0,1.2,0.5,1.7,1.7,-,-,0,0,0,-,-,-,-,-,-,-,-,1993,1.9,0,89.6,89.6
1993,0,0,0,1.76,0,1.76,1.76,-,-,0,-,0,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,1.13,0,1.13,0.3,0.24,0.54,1.67,,,,,,,平均,38.5,18.8,27.7,4.8,1,5.8,平均,1.97,59.2,48.2,107
累計,29.3,0,29.3,7.88,6.19,14.1,43.4,,,,,,,累計,,,,,,,累計,49.2,,,
