盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.45,0,0.45,0.25,0,0.25,0.7,14.8,82.3,-,-,-,-,2018,10.7,9.78,10.3,4.38,2.43,6.81,2017,1.1,40.9,22.7,63.6
2017,0.55,0,0.55,0.17,0,0.17,0.72,17.8,55,-,-,-,-,2017,10.4,9.14,9.72,5.66,1.75,7.4,2016,1.09,50.5,15.6,66.1
2016,0.5,0,0.5,0.17,0,0.17,0.67,15.9,54.1,-,-,-,-,2016,9.61,8.73,9.12,5.49,1.87,7.35,2015,1.14,43.9,14.9,58.8
2015,0.25,0,0.25,0.64,0,0.64,0.89,7.13,182,0.13,0,0,0,2015,11.15,8.88,10.2,2.44,6.26,8.7,2014,1.32,18.9,48.5,67.4
2014,0.19,0,0.19,0.59,0,0.59,0.78,5.14,158,0.1,0,0,0,2014,11.1,9.99,10.5,1.82,5.59,7.41,2013,1.23,15.5,47.7,63.2
2013,0.1,0,0.1,0.72,0,0.72,0.82,2.32,168,0.11,0,0,0,2013,11.25,10.05,10.7,0.93,6.74,7.68,2012,1.2,8.3,60.4,68.8
2012,0.05,0,0.05,0.38,0,0.38,0.43,1.12,84.9,0.2,0.01,0,0,2012,10.35,8.26,9.46,0.53,4.01,4.54,2011,0.79,6.3,48.1,54.4
2011,0,0,0,0.17,0.13,0.3,0.3,0,52,0.05,0.01,0,0,2011,14.45,7.92,11.2,0,2.67,2.67,2010,0.3,0,100,100
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,12.45,7.53,9.46,0,0,0,2009,0.01,0,0,0
2009,0.1,0,0.1,0,0,0,0.1,1.44,0,0.09,0.04,0,0,2009,9.3,5.1,7.52,1.4,0,1.4,2008,0.15,70,0,70
2008,0.4,0,0.4,0.52,0,0.52,0.92,-,-,15.3,0.86,0.15,0,2008,16.45,4.87,11.5,3.47,4.51,7.98,2007,1.5,26.7,34.7,61.3
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,16.6,7.5,12.5,0,0,0,2006,-5.85,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,8.84,5.59,6.58,0,0,0,2005,-0.65,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,14.75,6.75,9.46,0,0,0,2004,0.32,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,12.35,6.55,9.73,0,0,0,2003,0.22,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,7.5,4.42,5.72,0,0,0,2002,-2.7,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,8.9,3.5,5.02,0,0,0,2001,0.05,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,5.25,3.21,3.99,0,0,0,2000,0.04,0,0,0
2000,0.27,0,0.27,0,0,0,0.27,-,-,-,-,-,-,2000,12.2,2.8,6.44,4.19,0,4.19,1999,0.4,67.5,0,67.5
1999,0,0,0,0,0,0,0,-,-,0,0,0,-,1999,19.39,6.3,12.4,0,0,0,1998,-2.29,0,0,0
1998,0,0,0,1.52,0.68,2.2,2.2,-,-,0,0,0,-,1998,50.5,13.8,38.3,0,5.75,5.75,1997,2.24,0,98.2,98.2
1997,0,0,0,1.5,1,2.5,2.5,-,-,0,0,0,-,1997,66.5,38.1,51.8,0,4.82,4.82,1996,2.54,0,98.4,98.4
1996,0,0,0,2,1,3,3,-,-,0,0,0,-,1996,74.5,50,59.1,0,5.07,5.07,1995,3.27,0,91.7,91.7
1995,0,0,0,2.4,0.1,2.5,2.5,-,-,0,0,0,-,1995,112,60.5,84.9,0,2.94,2.94,1994,3.7,0,67.6,67.6
1994,0,0,0,2.55,0.45,3,3,-,-,0,0,0,-,1994,151,97,116,0,2.59,2.59,1993,3.97,0,75.6,75.6
1993,0,0,0,2.7,0.6,3.3,3.3,-,-,0,0,0,-,1993,130,77,104,0,3.19,3.19,1992,4.2,0,78.6,78.6
1992,0.75,0,0.75,2.9,0.8,3.7,4.45,-,-,0,0,0,-,1992,144,79.5,110,0.68,3.35,4.03,1991,4.67,16.1,79.3,95.3
1991,0,0,0,3.3,0.1,3.4,3.4,-,-,0,0,0,-,1991,289,105.5,185,0,1.84,1.84,1990,7.47,0,45.5,45.5
1990,0,0,0,2.7,0.1,2.8,2.8,-,-,0,-,0,-,-,-,-,-,-,-,-,1989,-,-,-,-
1989,0.6,0,0.6,2,3,5,5.6,-,-,0,-,0,-,-,-,-,-,-,-,-,1988,-,-,-,-
1988,1,0,1,2.5,0,2.5,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1987,-,-,-,-
