18Q1,13.1,51,10,10.2,+0.2,+2,0.16,0.15,0.42,-0.04,-0.02,0,0.36,0.38,1.51,1.86,116,0.12
2017,12.7,40,10.35,10,-0.35,-3.4,0.2,0.15,-0.52,0.88,-0.18,0,0.19,0.37,1.32,1.51,-30.6,0.12
2016,13.1,40,8.46,10.35,+1.89,+22.3,0.87,0.73,-0.78,1.28,-0.88,0,-0.38,0.5,1.7,1.32,-56.4,0.56
2015,13.2,49,11.2,8.46,-2.74,-24.5,0.39,0.34,3.52,-2.11,-0.41,0,1.01,1.42,0.7,1.7,252,0.26
2014,13,36,11.4,11.2,-0.2,-1.8,0.76,0.57,-0.38,1.07,-0.48,0,0.22,0.7,0.48,0.7,-23.1,0.44
2013,13.1,47,11.95,11.4,-0.55,-4.6,0.5,0.42,3.07,-1.07,-2.2,0,-0.2,2,0.68,0.48,283,0.32
2012,,-,9.84,11.95,+2.11,+21.4,,,,,,,,,,,-,
2011,,-,18.3,9.84,-8.46,-46.2,,,,,,,,,,,-,
2010,,-,19.95,18.3,-1.65,-8.3,,,,,,,,,,,-,
2009,,-,7.15,19.95,+12.8,+179,,,,,,,,,,,-,
2008,,-,16.4,7.15,-9.25,-56.4,,,,,,,,,,,-,
2007,11.3,30,30.25,16.4,-13.85,-45.8,0.3,0.11,2.5,0.14,-2.2,0,0.44,2.63,0.41,0.85,32.1,0.1
2006,9.17,38,10.5,30.25,+19.75,+188.1,5.06,4.22,-1.97,-0.09,2.3,0,0.23,-2.07,0.18,0.41,-16.2,4.6
2005,9.29,19,22.3,10.5,-11.8,-52.9,-0.46,-0.33,-0.79,0.62,-1.04,0.9,-0.31,-0.17,0.5,0.18,-9.5,-0.35
2004,,-,22.5,22.3,-0.2,-0.9,,,,,,,,,,,-,
2003,,-,14.6,22.5,+7.9,+54.1,,,,,,,,,,,-,
2002,,-,7.65,14.6,+6.95,+90.8,,,,,,,,,,,-,
2001,,-,7.4,7.65,+0.25,+3.4,,,,,,,,,,,-,
2000,,-,12.15,7.4,-4.75,-39.1,,,,,,,,,,,-,
1999,,-,11.5,12.15,+0.65,+5.7,,,,,,,,,,,-,
1998,,-,15.3,11.5,-3.8,-24.8,,,,,,,,,,,-,
1997,,-,19.6,15.3,-4.3,-21.9,,,,,,,,,,,-,
1996,,-,23,19.6,-3.4,-14.8,,,,,,,,,,,-,
