18Q1,12.4,36,42.7,41.9,-0.8,-1.9,0.58,0.32,-3.7,0.49,0.51,-0.27,-2.96,-3.21,12.5,9.49,-41.5,0.26
2017,12.4,36,45.9,42.7,-3.2,-7,2.44,1.87,3.75,5.96,-11.7,-0.48,-2.47,9.71,14.9,12.5,9.06,1.51
2016,12.4,38,59.4,45.9,-13.5,-22.7,4.01,2.48,-3.52,-4.45,10.4,-0.89,1.57,-7.96,13.4,14.9,-9.07,2
2015,12.4,45,68.2,59.4,-8.8,-12.9,5.84,5.09,-8.05,6.19,-0.27,-0.12,-2.25,-1.86,15.6,13.4,-27.9,4.11
2014,12.4,43,79.3,68.2,-11.1,-14,8.58,6.81,-13.8,3.72,-4.34,0.43,-14,-10.1,29.6,15.6,-40.8,5.5
2013,12.2,49,66.1,79.3,+13.2,+20,7.49,6.15,22.6,-7.12,-5.66,0.13,9.97,15.5,19.7,29.6,54.4,5.06
2012,11.4,51,53.6,66.1,+12.5,+23.3,7.56,6.27,5.67,2.72,2.82,-0.1,11.1,8.4,11.8,22.9,20.7,5.51
2011,11.3,49,50.3,53.6,+3.3,+6.6,6.49,5.54,-4.87,0.64,-3.62,0,-7.85,-4.23,19.7,11.8,-19.8,4.9
2010,11.3,53,45.2,50.3,+5.1,+11.3,5.95,5.02,11.6,-2.71,-3.01,-0.01,5.9,8.92,13.8,19.7,53.1,4.44
2009,11.3,55,28.1,45.2,+17.1,+60.9,5.28,4.19,7.95,1.65,-5.04,0,4.56,9.6,9.2,13.8,43.5,3.71
2008,10.7,55,31.4,28.1,-3.3,-10.5,4.58,3.63,0.7,-2.81,-0.25,0,-2.37,-2.12,11.6,9.2,4.38,3.39
2007,9.02,53,24.15,31.4,+7.25,+30,2.99,2.3,1.59,7.82,-5.01,0,4.4,9.41,7.16,11.6,13.2,2.55
2006,9.04,51,11.2,24.15,+12.95,+115.6,2.21,1.91,1.41,9.85,-10.4,0,0.86,11.3,6.3,7.16,10.7,2.11
2005,9.03,51,9.05,11.2,+2.15,+23.8,1.38,1.26,5.3,3.75,-5.46,-0.01,3.57,9.05,2.73,6.3,24.8,1.39
2004,,-,9.45,9.05,-0.4,-4.2,,,,,,,,,,,-,
2003,,-,8.9,9.45,+0.55,+6.2,,,,,,,,,,,-,
2002,,-,10.15,8.9,-1.25,-12.3,,,,,,,,,,,-,
2001,,-,10.8,10.15,-0.65,-6,,,,,,,,,,,-,
2000,,-,19,10.8,-8.2,-43.2,,,,,,,,,,,-,
