18Q1,16.4,34,37.15,36.4,-0.75,-2,-0.14,0.13,-0.8,-1.66,3.05,-0.02,0.57,-2.46,5.52,6.08,-9.46,0.08
2017,16.4,40,40.05,37.15,-2.9,-7.2,3.28,2.18,3.44,-15.7,10.5,0.57,-1.19,-12.2,6.7,5.52,9.83,1.33
2016,16.3,53,41.4,40.05,-1.35,-3.3,9.67,7.46,11.3,-23.2,14.4,0.27,2.85,-11.9,3.86,6.7,45.7,4.58
2015,16.3,45,57.9,41.4,-16.5,-28.5,8.09,6.24,5.87,-35.3,7.59,-0.23,-22.1,-29.4,26,3.86,24.8,3.83
2014,16.3,57,81,57.9,-23.1,-28.5,7.88,6.22,6.46,-6.96,-5.32,0.81,-5.01,-0.5,31,26,27.5,3.82
2013,16.3,64,30.65,81,+50.35,+164.3,11.1,9.05,8.88,-1.69,7.3,1.48,16,7.18,15,31,42.4,5.55
2012,16.3,52,28.9,30.65,+1.75,+6.1,5.52,3.27,5.16,-0.62,-4.64,-0.44,-0.54,4.54,15.5,15,49.3,2
2011,16.3,48,38.2,28.9,-9.3,-24.3,5.05,4.11,5.05,-7.17,5.59,0.72,4.2,-2.11,11.3,15.5,34.3,2.53
2010,16.3,64,34.95,38.2,+3.25,+9.3,7.69,6.5,8.41,-0.75,-3.34,-0.38,3.94,7.67,7.39,11.3,159,4
2009,16.2,64,19.45,34.95,+15.5,+79.7,5.07,4.2,15.4,-0.43,-10,-0.04,4.87,14.9,2.52,7.39,267,2.6
2008,16.3,41,47.4,19.45,-27.95,-59,4.06,2.99,6.96,-3.5,-3.69,-0.09,-0.31,3.46,2.83,2.52,62.7,1.83
2007,15.4,55,52,47.4,-4.6,-8.8,6.81,5.83,8.78,-5.86,-2.44,-0.16,0.32,2.92,2.51,2.83,111,3.78
2006,13.2,57,-,-,-,-,9.55,5.91,2.62,-7.1,10.6,-5.31,0.83,-4.48,1.69,2.51,15.8,4.49
