18Q1,13.8,36,66.7,58.7,-8,-12,-0.67,-0.24,-0.71,0.72,-0.28,0,-0.27,0.01,1.62,1.35,-2.86,-0.18
2017,13.8,43,93.5,66.7,-26.8,-28.7,2.37,2.04,3.39,10.1,-16.3,0,-2.74,13.5,4.35,1.62,3.35,1.48
2016,13.8,62,63.1,93.5,+30.4,+48.2,10.9,9.5,10.5,-16,4.22,0,-1.21,-5.43,5.57,4.35,8.92,6.88
2015,14.7,57,44.8,63.1,+18.3,+40.8,12.6,9.95,14.3,-16.6,3.17,0,0.81,-2.36,4.75,5.57,14,6.75
2014,15.3,64,31.5,44.8,+13.3,+42.2,11.7,9.68,7.23,-0.65,-3.1,0,3.49,6.59,1.27,4.75,7.65,6.31
2013,15.3,53,17.75,31.5,+13.75,+77.5,6.42,5.25,0.73,-5.83,5.53,0,0.43,-5.1,0.83,1.27,0.77,3.43
2012,15.6,47,20.2,17.75,-2.45,-12.1,0.77,0.58,1.27,-17.4,10.2,0.03,-5.9,-16.1,21.8,15.9,1.49,0.37
2011,15.9,53,25.55,20.2,-5.35,-20.9,5.11,3.79,9.7,-10.7,6.06,0,5.06,-1,16.8,21.8,15.5,2.38
2010,17.7,47,34,25.55,-8.45,-24.9,0.29,0.07,-0.14,12.2,-0.77,0,11.3,12.1,5.44,16.8,-0.22,0.04
2009,17.2,49,16,34,+18,+112.5,3.04,1.65,4.3,3.95,-7.89,0,0.35,8.24,5.09,5.44,6.88,0.96
2008,18.3,38,41.7,16,-25.7,-61.6,0.92,1,-11.3,13.1,-1.72,0,0.11,1.83,4.98,5.09,-23.6,0.55
2007,18.4,51,43.35,41.7,-1.65,-3.8,8.06,6.19,-12.1,-17.3,19.6,0,-9.75,-29.3,14.7,4.98,-30.7,3.36
2006,18.6,66,74.4,43.35,-31.05,-41.7,10.6,7.2,8.08,-8.42,-2.61,0.01,-2.94,-0.34,17.7,14.7,48.1,3.88
2005,15.2,68,70,74.4,+4.4,+6.3,11.5,8.92,12.7,-18.6,9.91,0,3.99,-5.92,13.7,17.7,50.7,5.85
2004,,-,66.5,70,+3.5,+5.3,,,,,,,,,,,-,
2003,,-,52.5,66.5,+14,+26.7,,,,,,,,,,,-,
2002,,-,43.5,52.5,+9,+20.7,,,,,,,,,,,-,
2001,,-,50,43.5,-6.5,-13,,,,,,,,,,,-,
2000,,-,108,50,-58,-53.7,,,,,,,,,,,-,
1999,,-,144,108,-36,-25,,,,,,,,,,,-,
