2017,615,41,8.39,8.34,+0.24,+2.9,209,-,-,-,50.4,-,-,-,24.2,6.87,0.33,0.82,-0.05,12.33
2016,597,44,8.15,8.19,-0.03,-0.4,207,-,-,-,52,-,-,-,25.2,7.5,0.35,0.87,-0.03,11.87
2015,568,41,8.18,9.03,-1.01,-11,202,-,-,-,51.1,-,-,-,25.4,7.84,0.36,0.9,-0.1,11.9
2014,530,44,9.19,9.12,+0.12,+1.3,190,-,-,-,53.2,-,-,-,28,8.86,0.39,1,+0.29,11.84
2013,509,41,9.07,9,+0.33,+3.8,177,-,-,-,36.1,-,-,-,20.4,6.31,0.27,0.71,+0.01,11.24
2012,490,-,8.74,8.79,-0.59,-6.3,-,-,-,-,34,-,-,-,-,-,-,0.7,-0.01,11.24
2011,421,-,9.33,10.8,-3.87,-29.3,-,-,-,-,29.8,-,-,-,-,-,-,0.71,+0.21,11.14
2010,403,-,13.2,9.17,+4.89,+58.8,-,-,-,-,20.1,-,-,-,-,-,-,0.5,+0.13,10.89
2009,387,-,8.31,7.76,+1.29,+18.4,-,-,-,-,14.3,-,-,-,-,-,-,0.37,+0.35,10.77
2008,387,-,7.02,9.99,-2.96,-29.7,-,-,-,-,0.94,-,-,-,-,-,-,0.02,-0.25,10.19
2007,387,-,9.98,9.95,-0.42,-4,-,-,-,-,10.5,-,-,-,-,-,-,0.27,-0.01,10.33
2006,387,-,10.4,8.02,+2.02,+24.1,-,-,-,-,8,-,-,-,-,-,-,0.28,+4.02,10.17
2005,429,-,8.38,10.3,-4.42,-34.5,-,-,-,-,-150,-,-,-,-,-,-,-3.74,-1.52,6.71
2004,369,-,12.8,11.4,+4.2,+48.8,-,-,-,-,-78,-,-,-,-,-,-,-2.22,-2.26,10.14
2003,314,-,8.6,7.7,+2.3,+36.5,-,-,-,-,1.1,-,-,-,-,-,-,0.04,+0.35,12.46
2002,318,-,6.3,6.55,+0.05,+0.8,-,-,-,-,-9.63,-,-,-,-,-,-,-0.31,+3.63,12.27
2001,318,-,6.25,8.47,-4.95,-44.2,-,-,-,-,-122,-,-,-,-,-,-,-3.94,-4.78,12.57
2000,295,-,11.2,16.9,-4.7,-29.6,-,-,-,-,24.7,-,-,-,-,-,-,0.84,-0.71,18.14
1999,243,-,15.9,19.5,-1.99,-11.1,-,-,-,-,37.6,-,-,-,-,-,-,1.55,-0.39,21.21
1998,187,-,17.89,30.6,-26.91,-60.1,-,-,-,-,36.2,-,-,-,-,-,-,1.94,-0.21,20.59
1997,187,-,-,-,-,-,-,-,-,-,40.1,-,-,-,-,-,-,2.15,+0.21,18.65
1996,187,-,-,-,-,-,-,-,-,-,36.2,-,-,-,-,-,-,1.93,-,17.2
1995,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
