2017,14,55,48.45,74.7,-59.05,-54.9,19,6.01,3.46,-0.57,2.06,31.7,18.2,-3.02,10.9,7.58,4.73,1.47,-4.79,19.89
2016,11.3,85,107.5,148,-45.5,-29.7,24.8,11.8,8.88,-0.1,7.07,47.8,35.9,-0.39,28.6,30.4,19.5,6.26,-0.39,23.46
2015,9.12,79,153,129,+119.7,+360,21.9,10.4,7.08,0.15,6.07,47.7,32.4,0.7,27.8,35.3,22.9,6.65,+3.14,21.94
2014,7.66,68,33.3,33.7,+1.05,+3.3,13.8,5.21,3.05,0.16,2.69,37.8,22.1,1.14,19.5,20.4,13.2,3.51,+0.69,18.8
2013,6.94,57,32.25,32.7,+6.75,+26.5,11.9,4.25,2.29,0.05,1.96,35.6,19.1,0.46,16.4,16.3,10.5,2.82,+0.54,17.31
2012,6.4,-,25.5,20.1,+15.4,+152,-,-,-,-,1.46,-,-,-,-,-,-,2.28,+1.35,16.13
2011,6.14,-,10.1,15.1,-11.75,-53.8,-,-,-,-,0.57,-,-,-,-,-,-,0.93,-1.27,14.61
2010,5.74,-,21.85,21.1,+8.85,+68.1,-,-,-,-,1.26,-,-,-,-,-,-,2.2,+1.03,14.93
2009,5.51,-,13,9.79,+4.5,+52.9,-,-,-,-,0.64,-,-,-,-,-,-,1.17,-0.01,13.45
2008,5.35,-,8.5,8.56,-1.3,-13.3,-,-,-,-,0.63,-,-,-,-,-,-,1.18,+0.61,12.94
2007,5.25,-,9.8,11.8,-2.95,-23.1,-,-,-,-,0.3,-,-,-,-,-,-,0.57,-0.23,12.28
2006,5.09,-,12.75,13.1,+1.75,+15.9,-,-,-,-,0.22,-,-,-,-,-,-,0.8,-0.86,12.12
2005,4.37,-,-,-,-,-,-,-,-,-,0.43,-,-,-,-,-,-,1.66,-0.58,12.84
2004,4.2,-,-,-,-,-,-,-,-,-,0.94,-,-,-,-,-,-,2.24,-2.04,13.91
2003,3.2,-,-,-,-,-,-,-,-,-,1.25,-,-,-,-,-,-,4.28,-,15.72
