3441,聯一光學,107/09/14,15:02:50,代子公司U-BEST公告新增資金貸與金額達公開發行公司 資金貸與及背書保證處理準則第22條第1項第1款,"1.事實發生日:107/09/14
2.公開發行公司及其子公司資金貸與他人之餘額達該公開發行公司最近期財務報表
淨值百分之二十以上者:
(1)接受資金貸與之公司名稱:東莞聯一光學有限公司
(2)與資金貸與他人公司之關係:
本公司間接持股95%之被投資公司
(3)資金貸與之限額(仟元):168489
(4)迄事實發生日為止資金貸與餘額(仟元):46036
(5)迄事實發生日為止資金貸與原因:
作為東莞聯一光學有限公司之營運週轉金
(1)接受資金貸與之公司名稱:東莞聯一光學有限公司
(2)與資金貸與他人公司之關係:
資金貸出公司：U-BEST TRADING INC.
與公司之關係：本公司直接及間接持股100%之被投資公司
資金貸與對象：東莞聯一光學有限公司
與本公司之關係：本公司間接持股95%之被投資公司
(3)資金貸與之限額(仟元):87753
(4)迄事實發生日為止資金貸與餘額(仟元):57874
(5)迄事實發生日為止資金貸與原因:
作為東莞聯一光學有限公司之營運週轉金
(1)接受資金貸與之公司名稱:東莞聯一光學有限公司
(2)與資金貸與他人公司之關係:
資金貸出公司：U-SHOW TRADING INC.
與公司之關係：本公司持股100%之被投資公司
資金貸與對象：東莞聯一光學有限公司
與本公司之關係：本公司間接持股95%之被投資公司
(3)資金貸與之限額(仟元):288041
(4)迄事實發生日為止資金貸與餘額(仟元):97472
(5)迄事實發生日為止資金貸與原因:
作為東莞聯一光學有限公司之營運週轉金
(1)接受資金貸與之公司名稱:KUAN SHOU TECHNOLOGY(MAURITIUS) CORP.
(2)與資金貸與他人公司之關係:
資金貸出公司：U-SHOW TRADING INC.
與公司之關係：本公司持股100%之被投資公司
資金貸與對象：KUAN SHOU TECHNOLOGY(MAURITIUS) CORP.
與本公司之關係：本公司間接持股100%之被投資公司
(3)資金貸與之限額(仟元):168489
(4)迄事實發生日為止資金貸與餘額(仟元):46908
(5)迄事實發生日為止資金貸與原因:
作為KUAN SHOU TECHNOLOGY(MAURITIUS) CORP.之營運週轉金
(1)接受資金貸與之公司名稱:句容聯一科技有限公司
(2)與資金貸與他人公司之關係:
資金貸出公司：U-SHOW TRADING INC.
與公司之關係：本公司持股100%之被投資公司
資金貸與對象：句容聯一科技有限公司
與本公司之關係：本公司間接持股100%之被投資公司
(3)資金貸與之限額(仟元):168489
(4)迄事實發生日為止資金貸與餘額(仟元):15230
(5)迄事實發生日為止資金貸與原因:
作為句容聯一科技有限公司之營運週轉金
(1)接受資金貸與之公司名稱:句容聯一科技有限公司
(2)與資金貸與他人公司之關係:
資金貸出公司：KUAN SHOU TECHNOLOGY(MAURITIUS) CORP.
與公司之關係：本公司間接持股100%之被投資公司
資金貸與對象：句容聯一科技有限公司
與本公司之關係：本公司間接持股100%之被投資公司
(3)資金貸與之限額(仟元):168489
(4)迄事實發生日為止資金貸與餘額(仟元):26805
(5)迄事實發生日為止資金貸與原因:
作為句容聯一科技有限公司之營運週轉金
3.迄事實發生日為止，資金貸與餘額(仟元):
290325
4.迄事實發生日為止，資金貸與餘額占公開發行公司最近期財務報表淨值之比率:
34.46
5.公司貸與他人資金之來源:
子公司本身、母公司
6.其他應敘明事項:
無",Done
4134,台欣生物,107/09/14,15:01:40,本公司107年08月份自結報表比率、未來三個月預計現金 收支情形、及銀行可使用融資額度情形,"1.事實發生日:107/09/14
2.公司名稱:台欣生物科技研發股份有限公司。
3.與公司關係(請輸入本公司或聯屬公司):本公司。
4.相互持股比例(若前項為本公司，請填不適用):不適用。
5.發生緣由:依證券櫃檯買賣中心107年6月6號證櫃審字第1070014080號函辦理。
(1)107 年08月財務比率:
   流動比率:149.38%
   速動比率: 63.86%
   負債比率: 42.43%
(2)未來三個月預計現金收支狀況:(單位:仟元)
    項目/月份         107年09月      107年10月       107年11月
    期初                20,040         14,930            5,713
    現金流入             9,725         14,544           12,531
    現金流出            32,835         23,761           16,420
    融資流入(出)        18,000              0           10,000
    期末                14,930          5,713           11,824
(3)本公司107年截至08月底止銀行可使用融資額度情形:(單位:仟元)
    融資額度：137,503
    已用額度： 29,658
6.因應措施:無。
7.其他應敘明事項:無。",Done
3426,台興,107/09/14,15:01:15,公告本公司內部稽核主管異動,"1.人員變動別（請輸入發言人、代理發言人、重要營運主管之名稱、財務主管、會計主
管、研發主管、內部稽核主管或訴訟及非訟代理人）:內部稽核主管
2.發生變動日期:107/09/14
3.舊任者姓名、級職及簡歷:何威佑/稽核室主管
4.新任者姓名、級職及簡歷:林鳳俞/稽核室主管
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:辭職
6.異動原因:辭職
7.生效日期:107/09/14
8.新任者聯絡電話:02-22991238
9.其他應敘明事項:本次新任之內部稽核主管，將提報最近一次董事會任命後，再依相關
規定公告。",Done
3441,聯一光學,107/09/14,14:59:16,代子公司U-BEST公告新增資金貸與金額達公開發行公司資金貸與 及背書保證處理準則第22條第1項第2款及第3款規定,"1.事實發生日:107/09/14
2.接受資金貸與之:
(1)公司名稱:東莞聯一光學有限公司
(2)與資金貸與他人公司之關係:
貸出資金公司：U-BEST TRADING INC.
與本公司關係：本公司直接及間接持股100%被投資公司
資金貸與對象：東莞聯一光學有限公司
與本公司關係：本公司間接投資持股95%被投資公司
(3)資金貸與之限額(仟元):87753
(4)原資金貸與之餘額(仟元):9138
(5)本次新增資金貸與之金額(仟元):48736
(6)是否為董事會授權董事長對同一貸與對象分次撥貸或循環動用之資金貸與:否
(7)迄事實發生日止資金貸與餘額(仟元):57874
(8)本次新增資金貸與之原因:
作為東莞聯一光學有限公司之營運周轉金
3.接受資金貸與公司所提供擔保品之:
(1)內容:
無
(2)價值(仟元):0
4.接受資金貸與公司最近期財務報表之:
(1)資本(仟元):149751
(2)累積盈虧金額(仟元):-21877
5.計息方式:
不計息
6.還款之:
(1)條件:
一年內償還
(2)日期:
自借款日起一年內償還
7.迄事實發生日為止，資金貸與餘額(仟元):
290325
8.迄事實發生日為止，資金貸與餘額占公開發行公司最近期財務報表淨值之比率:
34.46
9.公司貸與他人資金之來源:
子公司本身
10.其他應敘明事項:
無",Done
3105,穩懋,107/09/14,15:52:56,公告本公司107年限制員工權利新股之發行基準日暨發行股數,"1.事實發生日:107/09/14
2.公司名稱:穩懋半導體股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:無
5.發生緣由:
(1)本公司已於107年6月15日股東常會決議通過發行限制員工權利新股
普通股1,700,000股，每股面額新台幣10元，無償發行。
業經金融監督管理委員會107年8月22日金管證發字第1070330439號函核准申報生效在案
(2)本公司107年09月14日董事會決議通過發行107年限制員工權利新股1,148,000股，
發行新股基準日為107年09月14日。
6.因應措施:無
7.其他應敘明事項:無",Done
6225,天瀚,107/09/14,15:51:48,公告本公司107年私募普通股案第1次定價相關事宜,"1.董事會決議日期:107/09/14
2.私募有價證券種類:普通股
3.私募對象及其與公司間關係:
(1)依股東會決議通過之應募人及依證券交易法第43條之6規定
擇定特定人並授權由董事長處理。
(2)應 募 人              與公司之關係
   和朋資本股份有限公司  為本公司之法人董事
   許明廉                為本公司法人董事代表人暨本公司董事長
   陳鼎元                為本公司法人董事代表人
   蕭閔鍾                為本公司法人董事代表人
   劉鴻志                為本公司法人董事代表人
   林慶堯                為本公司法人董事代表人
   盧冠諺                為本公司監察人
   關東麟                為本公司監察人
   王瑞豪                為本公司監察人
(3)應募人如屬法人者，應揭露事項：
   應 募 人              前十大股東名稱 持股比率  與公司關係
   和朋資本股份有限公司  許明廉           99.33%  本公司董事長
                         陳鼎元            0.67%  本公司董事
4.私募股數或張數:普通股4,000,000股；每股面額：新台幣(以下同)10元。
5.得私募額度:以不超過4,000,000股普通股為限。
6.私募價格訂定之依據及合理性:
私募之每股價格：1.25元；尚無低於參考價之三成，其參考價之計算如下：
(1)定價日前一、三或五個營業日之普通股收盤價簡單算數平均數扣除無償
   配股除權及配息，並加回減資反除權後之股價分別為3.70元、3.71元、
   3.77元，擇前五個營業日之收盤均價3.77元為基準。
(2)定價日前三十個營業日收盤均價簡單算數平均數扣除無償配股除權及配
   息，並加回減資反除權後之股價4.16元為基準。
 綜上，故以前三十個營業日收盤均價4.16元為本次私募之參考價格，考量
 對股東權益之影響，以1.25元為本次實際私募發行價格，為參考價格之
 30.05%，不低於股東會決議參考價格之三成，故本次私募實際發行價格其
 訂定方式及條件符合法令規定，並參考本公司經營績效、未來展望及最近
 期市場股價，應屬合理。
7.本次私募資金用途:充實營運資金。
8.不採用公開募集之理由:
為充實營運週轉金及因應公司長期發展所需等多項用途，且考量私募作業具
有迅速簡便的特性，較容易符合公司需要，故不採用公開募集而擬以私募方
式發行有價證券。本計畫之執行預計將有強化公司競爭力、提升營運效能之
效益，對股東權益亦將有正面助益。
9.獨立董事反對或保留意見:無。
10.實際定價日:107/09/14
11.參考價格:4.16
12.實際私募價格、轉換或認購價格:1.25
13.本次私募新股之權利義務:
    與本公司已發行之普通股相同，惟依「證券交易法」第43條之8規定，本次私募普通
股除符合特定情形外，不得自由轉讓。於該私募有價證券交付日或劃撥日起滿三年始得
自由轉讓，並於私募普通股交付日滿三年後，依相關法令規定申報補辦公開發行及上市　
交易。
14.附有轉換、交換或認股者，其換股基準日:不適用。
15.附有轉換、交換或認股者，對股權可能稀釋情形:不適用。
16.附有轉換或認股者，於私募公司債交付且假設全數轉換或認購普通股後對
上市普通股股權比率之可能影響（上市普通股數A、A/已發行普通股):不適用。
17.前項預計上市普通股未達6000萬股且未達25%者，請說明股權流通性偏低之因應措施:
不適用。
18.其他應敘明事項:
(1)本次私募普通股之繳款期間為:至民國107年09月21日止。
(2)私募增資基準日：民國107年09月21日。",Done
2342,茂矽,107/09/14,15:51:35,公告本公司董事會決議辦理現金增資發行新股,"1.董事會決議日期:107/09/14
2.增資資金來源:現金增資發行普通股。
3.發行股數(如屬盈餘或公積轉增資，則不含配發給員工部分):42,000,000股。
4.每股面額:新台幣10元。
5.發行總金額:視實際發行價格而定。
6.發行價格:實際發行價格俟向主管機關申報生效後，依相關法令規定訂定之。
7.員工認購股數或配發金額:發行新股總數之10%，計4,200,000股。
8.公開銷售股數:發行新股總數之10%，計4,200,000股。
9.原股東認購或無償配發比例:
 本次發行新股總數之80%，計33,600,000股由原股東按認股基準日之股東名簿記載
 持股比率認購。
10.畸零股及逾期未認購股份之處理方式:
 認購不足一股之畸零股，由股東自停止過戶日起五日內自行至本公司股務代理機構
 辦理拼湊一整股認購。原股東及員工放棄認購之股份或拼湊不足一股之畸零股部份
 ，授權董事長洽特定人按發行價格認購之。
11.本次發行新股之權利義務:與原已發行普通股股份相同。
12.本次增資資金用途:償還銀行借款及購買機器設備。
13.其他應敘明事項:
 (1)本案俟呈請主管機關申報生效後，授權董事長訂定除權認股基準日、增資基準日
 、股款繳納期間等，並於除權交易日前五個營業日召開董事會決定實際發行價格
 辦理其他增資發行相關事宜。
 (2)本次現金增資計劃之重要內容，包括資金來源、計劃項目、預計進度及預計可能
 產生效益及其他有關事宜，如有因市場狀況及主管機關指示修正而需修正者，授權
 董事長全權處理。",Done
8044,網路家庭,107/09/14,15:47:00,公告本公司自結財務比率,"1.事實發生日:107/09/14
2.發生緣由:依櫃買中心來函要求
3.財務資訊年度月份:107/07
4.自結流動比率:134.18%
5.自結速動比率:118.93%
6.自結負債比率:68.88%
7.因應措施:每月定期公告
8.其他應敘明事項:數據係自結合併財報",Done
6510,精測,107/09/14,15:46:42,本公司受邀參加永豐金證券舉辦之「Europe Non-Deal Road Show」,"符合條款第四條第XX款：12
事實發生日：107/09/17
1.召開法人說明會之日期：107/09/17 ~ 107/09/21
2.召開法人說明會之時間：17 時 00 分 
3.召開法人說明會之地點：歐洲
4.法人說明會擇要訊息：說明本公司產業狀況及經營情形
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。",Done
4419,元勝國際,107/09/14,15:43:21,公告本公司107年8月份之負債比率、流動比率、速動比率 及銀行融資額度與使用情形暨未來三個月現金收支情形,"1.事實發生日:107/09/14
2.發生緣由:依櫃買中心之證櫃監字第0970201442號函辦理
3.財務資訊年度月份:107/08
4.自結流動比率:597.07%
5.自結速動比率:454.79%
6.自結負債比率:4.17%
7.因應措施:不適用
8.其他應敘明事項:
(1)全體銀行融資額度與使用情形:       單位:新台幣:仟元
項目                 融資額度        已借額度        融資餘額
短期借款                 0               0               0
(2)未來三個月之現金收支狀況:         單位:新台幣:仟元
項目               107/09            107/10             107/11
---------        ----------       -----------        -----------
 期初金額          16,359            18,173             16,498
 現金流入           5,810               820                820
 現金流出           3,996             2,495              2,396
 期末現金          18,173            16,498             14,922
(3)預計調度前現金收支缺口:不適用",Done
